,doc_id,text,manu.couto1k_rels,manu.couto1k_posi,marcosfp_rels,marcosfp_posi,ezra_rels,ezra_posi,consensus,majority,consesus_doub,majority_doub,posible_consensus_1,posible_consensus_2,,"Después de perder dinero apostando, ¿has vuelto otro día para para desquitarse?"
10,114200,Hasta diciembre no volveré a tener dinero,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
11,375961,7 Después de perder sentiste que tenías que volver lo antes posible para ganar y recuperar tus pérdidas,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
12,352666,despues de la charla de mañana les escribo para,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
13,126364,Que tal franki no se que tiempo llevas apostando pero por mi experiencia personal te puedo comentar que ese sentimiento de querer solo recuperar lo que perdi el día anterior solo me llevó exactamente mas al fondo de mis problemas económicos porque jamás bas a recuperar lo que as perdido cuando me lo decían no lo podía entender lo que se pierde jamás se recupera podrás ganar hoy o cualquier día per...,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
14,362655,Desistí porque me di cuenta que es muy reconfortante tener dinero extra ya no estoy endeudada porque pague todas los recibos pendientes ya no me siento ansiosa ni culpable conmigo misma era horrible sentirse asi y mentirle a la personas que más te quieren Sólo espero no recaer y seguir adelante,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
15,447775,Hoy hace 5 días que decidí dejar de jugar 5 días de poder mirar a mi mujer a los ojos sin remordimientos 5 días de no estar inquieto 5 días sin prisas por salir corriendo a jugar 5 días en los que he vuelto a descubrir que para tomar un café no hacen falta 3 horas 5 días sin oler a tabaco y fritura 5 días sin los dedos negros por las monedas 5 días de felicidad,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
16,100001,Sigo apostando y perdiendo tratando de recuperar dinero perdido,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
17,303778,ten en cuenta unas cositas el DINERO puede comprar una casa pero NO UN HOGAR el dinero puedo comprar un reloj PERO NO EL TIEMPO el dinero puede comprar una cama PERO NO UN SUEÑO TU SUEÑO el dinero puede comprar un libro PERO NO EL CONOCIMIENTO Y TU LO tienes y por ultimo el dinero puede comprar la sangre pero no LA VIDA ESPERO QUE TE GUSTE animosssss esto viene de un proverbio chino mi mente no da...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
18,45603,Lo importante es que ya hace mucho deje de tirar el dinero porque fui consciente que puedes ganar un día una apuesta pero a la larga pierdes,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
19,159910,NO PUEDO DEJAR DE PENSAR EN EL DINERO QUE PERDI ESPERO ESTA NOCHE PODER DORMIR ANOCHE FUE MUY DIFICIL EL VIERNES TENGO TERAPIA Y ANDO SIN PLATA CON EL CONTROL DE MI SRA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
20,146344,mucha gente cuando acaba de perder grandes cantidades de dinero y estan desesperados buscan consejo por internet encuentran este foro y esperan respuestas milagrosas de que como dejar el juego de un dia para otro pero tristemente se pueden tardar años en recuperar la normalidad y es ese el camino correcto,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
21,70825,Después de perder muchas veces en máquinas hice un gran esfuerzo y abandoné esa adicción ya que había perdido mucho dinero,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
22,306088,pero para un ludopata el dinero es solo un medio para llegar a jugar como bien dices hay muchos como tu q se gastan todo su talento su esfuerzo y demas pero tambien hay quienes aun peor llegamos a robar a nuestros seres queridos ninguno de nosotros nacio ludopata te lo aseguro y seguro q mas de uno entro al casino por curiosidad ganando algo de dinero el primer dia HUY Q FACIL Q ES ESTO y poco apo...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
23,42411,Yo ahorraba el dinero porque quería comprar un ordenador nuevo de mesa que cuesta unos 900 euros pues mi lado ludópata volvió a aparecer con el dinero que me daban quería ganar algo de dinero en las apuestas para comprar el ordenador antes pero perdí las apuestas y perdí el dinero pues claro quería recuperar el dinero perdido y lo que hago es perder aún más les dije a mis padres que quería comprar...,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
24,454316,Piensa en todo lo que habías ganado desde que decidiste dejarlo y si te compensa seguir con esta situación,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
25,112301,Bueno pues ya ves que desde hace cinco meses has vuelto a las apuestas has cambiado de tipo de juego pero has vuelto a apostar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
26,480686,7 Después de perder sentiste que tenías que volver lo antes posible para ganar y recuperar tus pérdidas,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
27,391984,siempre digo hoy no pero pero despues pienso solo un rato talvez hoy es el dia y veo como otros ganan y pienso en mil formas de apostar y ultimamente apuesto mucho mas de lo que tengo en el casino me dan dinero con la tarjeta de cridito solo pago el minimo para poder seguir no se como puede ser esto tan fuerte,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
28,397872,He sacado dinero de la cuenta de mi familia para apostar he inventado que tengo gastos para que me den dinero y casi todo el dinero lo apuesto ya nunca tengo nada para ver a mis amigos para la gasolina para nada es muy deprimente y siempre que estoy asi digo que no debo regresar pero cuando me dan dinero mis padres como hoy voy directo a apostar y lo pierdo,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
29,40497,Cuando aquí lo primero que se dice es que se dé el dinero por perdido para intentar soltar ese lastre que hace que estés pensando en que tiene vuelta,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
30,10288,Hace unos días tuve dinero y lo volví a perder,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
31,139697,pero desde el dia 1 de enero hasta el dia de ayer le di la opciòn de que no juugara y busacriamos una soluciòn esto antes de yo saber lo que habia estado haciendo en estos dias asi que cuando me lo dijo me puse fatal con èl sè que no deberia de ponerme tan exaltada pero entenderme que es tal la rabia que llevo por dentro que no puedo evitarlo,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
32,249654,Yo he llegado a perder los ahorros de años en una sola tarde de casino y como te sientes cuando sales del casino porque mientras apuestas mantienes la esperanza de la recuperación pero hay,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
33,22908,Una vez apuestas como bien habéis comentado mucho por el foro entras en una dinámica de volver a apostar esta vez intentando recuperar lo perdido o simplemete creyendo te que estás en racha o tal vez jugando la gananxias del anterior partido,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
34,19257,decidido irremediablemente a poner punto y final le entregué la tarjeta a mi hija no me la des aunque te la pida si necesito dinero vienes tú conmigo lo sacamos y te la llevas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
35,65467,Descubre el valor del dinero administra y gasta con criterio,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
36,218171,porque vi muy claro como nunca antes lo que estaba haciendo luego de perder una dinero que no debía haber apostado me di cuenta que lo mio era solo sólo perder ganar de vez en cuando volver a perder perder de nuevo perder ganar y apostar de nuevo lo ganado no habría cuando acabar con este infierno entendí clarisimamenete que NUNCA JAMAS GANARIA DINERO JUGANDO,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
37,73025,Pero después de perder mucho dinero,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
38,239811,Para mi es una meta de dia a dia despues de parar y recapasitar estaba enganchadisimo no paraba estaba dia a dia jugandome el dinero en las maquinas tragaperras y le pedi ayuda a mi hija para que lleve el control del dinero me noto mas tranquilo y relajado sin pensar en el dinero que tengo cada dia que pasa ni me agobio ni la agobio a ella es decir no le pongo importancia ni quiero controlar y not...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
39,174406,He perdido esos valores soy capaz de despilfarrar el dinero que tanto cuesta ganar en un mes,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
40,357191,Para mí después de algo así no habría vuelta atrás pero cada caso es un mundo,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
41,186699,hola chicos tengo 39 años tengo una mujer he hijo maravillosos trabajo fijo pero no me siento feliz estoy deseperado no puedo mas no puedo parar de apostar por internet y no paro de perder dinero no puedo dormir me siento muy culpable gano mil euros y todos los meses por lo menos se van 500 siempre juro que lo dejo y otra vez estoy ahi no puedo parar por favor decirme que puedo hacer voy a enloque...,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
42,61004,el caso es que perdí un poco de dinero unos 400 pero como tenía sueldo y ahorros no me dolió demasiado me autoexcluí de todas las páginas de juego online y dejé de entrar en las casas de apuestas cercanas el otro día por aburrimiento metí 40 euros y gané 200 terminé perdiendo 130 y esta misma tarde tras otro deposito de 50 me puse con 500 pues no podía parar hasta que perdí todo y me he quedado co...,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
43,451661,Después de sospechar varios meses y de pedirnos dinero en alguna ocasión tuvimos que cortar y acorralarle un que duro es que tus propios hinjos te tengan que dicer a la cara cosas tan duras,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
44,197200,DESPREOCUPATE DEL DINERO VIVE TU VIDA UN DIA A LA VES,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
45,364113,Alonso dice Conseguir dinero para jugar y jugar para obtener dinero es decir nuestro primer pensamiento es a ver si jugando ese dinero consigo dinero A primer supuesto Si consigo ganar algo jugaré nuevamente intentando conseguir más dinero no es que juegue para conseguir mas dinero para así poder jugar mas es que quiero ganar dinero y con el dinero quiero ganar más,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
46,136658,Pero hoy he vuelto a jugar después de una semana he perdido una cantidad considerable de dinero la sensación es la misma de siempre frustración fracaso arrepentimiento me siento totalmente hundido sin ganas de nada porque no se cuando terminará esto si algún Dia termina,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
47,26963,Amigo mío por supuesto que yo siempre me guío por lo vivido Yo descubrí demasiado tarde que la ludopatía me quitaba mucho más que dinero El problema no es ganar o perder Por eso al decir tu lo que quieres es dejar de perder Tratamos de decir que no es esa la cuestión que si dejamos de perder dinero pero seguimos jugando estamos perdiendo algo mucho más importante que el dinero perdemos nuestra per...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
48,145365,Después de perder sintió que tenías que volver a jugar para ganar y recuperar lo perdido,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
49,57430,Perderías volverías a apostar y volverías a perder,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
50,125271,Después de perder dinero dejé de jugar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
51,57431,Volverías a ingresar volverías a apostar y volverías a perder,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
52,340693,Desde aquí os insto a los que tengaís dudas sobre ir o no a una asociación os diré una cosa Estaís perdiendo el tiempo y el dinero en el tiempo en el que lo pensaís acudid inmediatamente nadie os va a comer ni a regañar os van a entender y entenderéis lo que os estoy diciendo yo de momento no lanzo las campanas al vuelo pero tengo la ilusión y la firmeza de querer no curarme pero si rehabilitarme ...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
53,136540,otro matiz la enfermedad no es que alla vuelto pues la enfermedad nunca se fue no deberias vajar la guardia nunca es decir si dispones de 1000 euros diarios y tienes permitida alli la entrada no era mas que cuestion de tiempo el que se jugase antes o despues empieza de nuevo y mira en que has fallado que a bote pronto ha sido en muchas cosas basicas contra antes dejes de jugar menos dinero gastara...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
54,77278,Nosotros a la hora de apostar por dinero empezamos un ciclo de destruccion No existe en la vida alguien que se haya hecho rico apostando dinero no existe en la vida alguien que haya hecho algo productivo apostando dinero no existe alguien en la vida que le haya agragado valor a su vida apostando dinero,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
55,213215,solo estoy pendiente de q llegue el dia jueves para jugar caballos y hacer dinero para jugar d ese dia hasta el domingo todas las semanas no me compro ropa descuido el hogar no tengo nada vendi mi carro y lo gaste en juego si pierdo tengo q tomar para no pensar he vendido drogas para conseguir mas dinero m deje d eso por lo menos engaño a la gente lo q me importa es conseguir dinero para jugar mi ...,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
56,82402,irremediablemente comenzare a apostar y si pierdo metere mas dinero para recuperar lo perdido y bueno el resto ya conocen la historia de nunca acabar ahora mismo me siento muy intraquilo,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
57,35042,Julio si quiero dejar de jugar desearía no haber conocido el juego nunca pero por más que quiero dejar de jugar no puedo es como si una fuerza extraña e inexplicable me lleva a apostar incluso en contra de mi voluntad aún sabiendo que voy a perder salud y dinero de alguna forma vuelvo a jugar una y otra vez así me juré que no lo haré mas,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
58,475620,Si despues de eso vuelve a perder incrementa la perdida pero si gana lo vuelve a apostar asi que en definitiva las perdidas son perdidas y las ganancias van destinadas a seguir jugando en raras ocasiones normalmente por culpabilidad o intentar hacer ver que no tenemos problemas economicos se puede utilizar el dinero de la ganancia para otros fines pero en definitiva lo que te da la maquina vuelve ...,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
59,246117,Pierdes y encima tienes ganas de volver a jugar,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
60,362728,ha tenido respuestas diferentes Con la intención de ganar Yo Jugaba con dinero y como resultado final perdia dinero Porque nos gusta Capito Jugaba con dinero y como resultado final perdia dinero Porque tenia ese mal habito Alonso Jugaba con dinero y como resultado final perdia dinero Porque queria grandeza poder Xavier Jugaba con dinero y como resultado final perdia dinero Por depresión aburrimien...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
61,260841,Despues de cinco dias de astinencia desde mi ultima recaida he vuelto otra vez ayer fuy hacer una compra para el fin de semana y que va ni compra ni nada me meti en las maquinitas gane 100 euros pero que va no me fuy a comprar me mente sigililosamente me decia que siquiera jugando que iba a ganar mas que estupido con la experiencia que habia adquirido juque y perdi los 100 eros y 100 mas hasta que...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
62,100203,Vuelvo a deciros que tengo dinero para apostar y no lo hago,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
63,380398,Como que no encuentras motivos para dejarlo Cuando acabas de jugar y perder 200 300 etc No te maldices a ti mismo y te prometes que no vuelves a jugar Tanto te sobra como para tirarlo o regalarlo Reflexiona un poco y solo por esta noche no juegues,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
64,438134,7 Después de perder sentiste que tenías que volver lo antes posible para ganar y recuperar tus pérdidas,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
65,448246,llegó un día en el que quiso apostar dinero porque sino NO ERA DIVERTIDO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
66,125944,y con mi cantidad de dinero y hablando cada día en el trabajo de más juego nos ibamos juntos al casino cada día y a apostar en las casas de apuestas y empezó mi autodestrucción empezé a perderlo todo hasta quedarme a 0 en mi cuenta todo lo que trabajaba lo perdía mes a mes en las apuestas y en el juego y empecé a desesperarme de como tener dinero rápido para volver a jugar y recuperarlo todo y fui...,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
67,88442,El dinero que pierdes lo haces en minutos o segundos y lo que te cuesta conseguirlo son 30 dias no merece la pena apostar puede que alguna vez te salga bien pero puede que como me paso a mi el otro dia me salio mal y perdi 700 que aunque estoy en positivo es un dinero que cuesta ganar y los he dado por perdidos no quiero recuperar ni un centimo solo quiero volver a vivir siempre he sido muy fuerte...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
68,241659,Es más en muchos casos pasarlo mal es una excusa estupenda para irse otra vez a jugar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
69,419580,Descubrí una pagina en internet de apuestas y empezé a apostar poca cantidad de dinero pero el problema fue que vi un enlaze para mesas de poker empecé a meter dinero y primero gané pero luego empezé a perder perder y perder hasta el punto de que tengo un agujero de 5 millones que no tengo ya que soy un trabajador normal con 1200 de nomina,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
70,186494,Tu no quieres parar de jugar tu solo deseas que pase el tiempo y duela menos y vuelvas a tener dinero disponible para jugar y por ahora solo quieres desahogarte,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
71,107007,El problema viene de hace un par de meses he ido a apostar para recuperar de a poco el dinero perdido y estaba a punto de lograrlo hoy recaí perdí todo de nuevo,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
