,doc_id,text,manu.couto1k_rels,manu.couto1k_posi,marcosfp_rels,marcosfp_posi,ezra_rels,ezra_posi,consensus,majority,consesus_doub,majority_doub,posible_consensus_1,posible_consensus_2,,"¿Ha intentado repetidamente sin éxito controlar, reducir o dejar de jugar?"
10,226447,quiero dejar de jugar quiero dejar de jugar quiero dejar de jugar quiero dejar de jujar quiero dejar de jugar quiero dejar de jugar quiero dejar de jugar quiero dejar de jugar quiero dejar de jugar,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
11,405389,Ha intentado en vano controlar reducir o detener el uso de Internet,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
12,471316,El dejar de jugar o reducir cuánto usted jugaba le ha hecho sentir inquieto o irritable durante los últimos 12 meses,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
13,480661,Intentos repetidos e infructuosos por jugar menos o dejar de jugar,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
14,471448,Parar de jugar o reducir el juego es algo muy difícil de lograr y tal vez usted no lo pueda lograr la primera vez que lo intente,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
15,330147,Es posible que la verdadera cura del juego compulsivo sea controlarlo pero continuar jugando,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
16,173476,El jugador no sería responsable ni de empezar a jugar ni de desarrollar una conducta excesiva de juego ni de por supuesto controlarla para dejar de jugar o jugar de forma controlada,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
17,240299,Dejar de jugar dejaras y por narices por mucho que te enganches o lo necesites va a llegar un punto que estaras tan endeudado que no te daran tarjetas de credito que te embargaran todo y por muy poco que te quede sera o comer o Jugar y hay por mucha adicción que aya 1 2 3 incluso 10 veces te quedaras sin comer pero a poco a poco los familiares no te van a apoyar y eso es tocar fondo y ese es el fi...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
18,227629,Segundo tener DESEO de dejar de jugar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
19,330159,Es posible que la verdadera cura del juego compulsivo sea controlarlo pero continuar jugando,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
20,222904,El juego no se puede controlar los impulsos sí mediante el tratamiento adecuado,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
21,471226,Ha intentado usted dejar de jugar repetidamente sin éxito,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
22,168379,quiero dejar de jugar porque es lo que realmente me hace feliz es lo que me gusta no jugar me gusta me hace sentirme mejor persona al levantarme de la cama estoy mas sano y no tengo un pensamiento neurotico todos los dias,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
23,82877,Todo el esfuerzo y la represión que pueda asumir en sus intentos por dejar de jugar fácilmente acabarán en un intento de demostrarse a sí mismo que vuelve a controlar a ser una persona normal y que el trastorno no tiene justamente en esos momentos de recaída la importancia que tenía anteriormente porque ya hacía semanas meses o años que no jugaba,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
24,200254,La incapacidad del adicto para controlar el impulso de jugar es absoluta,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
25,173502,El jugador no sería responsable ni de empezar a jugar ni de desarrollar una conducta excesiva de juego ni de por supuesto controlarla para dejar de jugar o jugar de forma controlada,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
26,203457,9 Cuantas veces has intentado dejar de jugar EN SERIO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
27,10690,La obsesión es que la idea de jugar no se aparta de la mente y merma toda energía y la compulsión es el acto de repetición sin límite sin controlar el impulso,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
28,59459,No se puede jugar con control,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
29,415043,podemos dejar de jugar hay compañeros que llevan años sin jugar pero jugar no es la enfermedad mucha gente juega y no esta enferma por lo tanto el no jugar no es estar curado estar curado es poder jugar tranquilamente sin que perdamos la nocion de la realidad y yo pregunto cuantos ludopatas conoceis que hayan logrado jugar de folma racional,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
30,98627,He intentado dejar de jugar muchas ocasiones y al poco tiempo vuelvo a recaer y cada recaída es mas dura,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
31,377797,Tenía que ser capaz si o si porque de lo contrario habría fracasado y esto es lo que una y otra vez me repetía cuando intentaba dejar de jugar,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
32,61901,Con esto no quiero decir ya puedo jugar No no puedo jugar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
33,379856,Hola diegomartin tu realmente no quieres dejar de jugar lo único que te preocupa es no gastarte mucho dinero no sientes ni el más mínimo remordimiento de conciencia de que estas engañando a tu mujer seguro que la pobre mujer estará contenta de tener a su marido la mar de bien siendo ludopata piensa que si realmente quisieras dejar de jugar lo tendrías bien fácil con decírselo a tu mujer que euro q...,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
34,10706,La obsesión es que la idea de jugar no se aparta de la mente y merma toda energía y la compulsión es el acto de repetición sin límite sin controlar el impulso,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
35,91987,me siento desmotivado por todo y solo vivo el dia a dia estoy totalmente fuera de control he intentado muchas cosas para dejar de jugar sin exito he practicado yoga ejercicios intentar estar todo el dia ocupado,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
36,134100,HOLA Decis que quereis dejar de jugar como todo el mundo pero ne deceis que hareis o que haceis para dejar de jugar es primordial convertir los deseos en hechos si no los deseos se quedaran en simples deseos explicar que os han parecido las medidas preventivas y si las vais a aplicar o no o que metodo ultilizareis para dejar de jugar desahogarse aqui y explicar vuestras azañas aqui solo no os saca...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
37,240214,Creo que todos hemos intentado dejar de jugar algunos con mas exitos que otros pero siempre hemos vuelto a jugar siempre con la misma permisa a ver si saco el premio y pago a este o aquel otro que le debo,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
38,480726,Intentos repetidos e infructuosos por jugar menos o dejar de jugar,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,
39,321110,Sí lo único que tenemos que hacer es dejar de jugar síiiiiiiiiiiii lo único que debemos hacer es controlar el no jugar Por qué los humanos somos tan tozudos,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
40,208342,dejaras de jugar si tu kieres y no se te ocurra intentar hacer nada raro eso es de cobardes y tu familia sufriria y se culparian de no poder ayudarte ANIMATE DE ESTO SE SALE volveras a ser feliz te lo aseguro,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
41,237019,Considero que si alguien que ha estado jugando durante un periodo de tiempo largo y al final ha conseguido apartar el juego de su vida lo mas que se le puede decir es que siga con cuidado y mantega muy presente los estimulos que le llevaron a tomar la decision de dejar de jugar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
42,55006,Todo el esfuerzo y la represión que pueda asumir en sus intentos por dejar de jugar fácilmente acabarán en un intento de demostrarse a sí mismo que vuelve a controlar a ser una persona normal y que el trastorno no tiene justamente en esos momentos de recaída la importancia que tenía anteriormente porque ya hacía semanas meses o años que no jugaba,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
43,85729,Todo el esfuerzo y la represión que pueda asumir en sus intentos por dejar de jugar fácilmente acabarán en un intento de demostrarse a sí mismo que vuelve a controlar a ser una persona normal y que el trastorno no tiene justamente en esos momentos de recaída la importancia que tenía anteriormente porque ya hacía semanas meses o años que no jugaba,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
44,482017,Todo el esfuerzo y la represión que pueda asumir en sus intentos por dejar de jugar fácilmente acabarán en un intento de demostrarse a sí mismo que vuelve a controlar a ser una persona normal y que el trastorno no tiene justamente en esos momentos de recaída la importancia que tenía anteriormente porque ya hacía semanas meses o años que no jugaba,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
45,236258,para que un jugador deje de jugar tiene primero que tener el deseo o la necesidad de dejar de jugar tiene que querer el ir a una asociacion aunque al principio vaya obligado por las circustancias yo fui obligado a mi asociaciacion como la mayoria y alli me encontre con personas como yo que tambien intentaban co mayor o menor exito dejar de jugar y comprendi que yo tambien podia y asi dia a dia lle...,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
46,237025,Considero que si alguien que ha estado jugando durante un periodo de tiempo largo y al final ha conseguido apartar el juego de su vida lo mas que se le puede decir es que siga con cuidado y mantega muy presente los estimulos que le llevaron a tomar la decision de dejar de jugar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
47,226917,Sencillamente porque necesitaba jugar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
48,294759,es que no puedo jugar joder no puedo jugar yo no puedo jugar yo no puedo jugar no pudo jugar hostias no puedo jugar por que siempre me pasa igual joder yo no puedo jugar yo no puedo jugar yo no puedo jugar por que no podre jugar como una persona normal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
49,199658,Los interesados en dejar de jugar debéis empezar por el hilo de las medidas preventivas y buscar apoyo en los profesionales que encontraréis en las asociaciones y que deben empezar por hacer un buen diagnóstico,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
50,164716,en realidad no quería dejar de jugar simplemente quería controlar el juego,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
51,56176,Quiere dejar de jugar o quiere jugar menos con control,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
52,226801,Dejar de jugar es facil siendo controlado organizar tu vida cuesta mas aceptar que siempre debes estar alerta es mas dificil,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
53,416370,puedo dejarlo puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar puedo y quiero dejar de jugar puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar me veo sin jugar y me siento orgulloso de mi miismo puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar y estare m...,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
54,294643,es que no puedo jugar joder no puedo jugar yo no puedo jugar yo no puedo jugar no pudo jugar hostias no puedo jugar por que siempre me pasa igual joder yo no puedo jugar yo no puedo jugar yo no puedo jugar por que no podre jugar como una persona normal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
55,294647,es que no puedo jugar joder no puedo jugar yo no puedo jugar yo no puedo jugar no pudo jugar hostias no puedo jugar por que siempre me pasa igual joder yo no puedo jugar yo no puedo jugar yo no puedo jugar por que no podre jugar como una persona normal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
56,471288,Ha intentado usted alguna vez reducir su juego,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
57,447739,Ha intentado dejar de jugar o jugar menos dinero y tiempo,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
58,294782,es que no puedo jugar joder no puedo jugar yo no puedo jugar yo no puedo jugar no pudo jugar hostias no puedo jugar por que siempre me pasa igual joder yo no puedo jugar yo no puedo jugar yo no puedo jugar por que no podre jugar como una persona normal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
59,330239,Lo ideal seria el poder controlarse a la hora de jugar es decir saber tu limite cuando juegas pero eso es casi imposible por no decir imposible al 100 cuando eres o has sido ludopata,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
