,doc_id,text,manu.couto1k_rels,manu.couto1k_posi,marcosfp_rels,marcosfp_posi,ezra_rels,ezra_posi,consensus,majority,consesus_doub,majority_doub,posible_consensus_1,posible_consensus_2,,¿Ha mentido a su familia o a otras personas para ocultar el alcance de su ludopatía?
18,130629,Primeramente conozco personas que tienen este transtorno de manera personal y que han sido partícipes de este y otros foros de ludopatía y lo último que hacen a día de hoy es estar totalmente alejados de los mismos precisamente porque han hecho borrón y cuenta nueva Si a ti te hace falta esto me parece estupendo por tu parte pero no creo que tú tengas un oráculo en tu casa para hablar de terceras ...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
19,235851,Como mujer de ludópata mi consejo si puedo dar alguno es que no se lo ocultes a tu novia después de haber dado el paso de confesárselo y ver que te ofrece su ayuda no se merece que la envuelvas en más mentiras nadie puede decir que por saberlo la otra persona no vayas a caer de nuevo,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
20,23123,puedes tener mil y un poblema puedes haber llegado a la ludopatia por dichos poblemas si has llegado a la ludopatia el arreglar los mil y un poblema no conlleba dejar de ser ludopata por supuesto que si un ludopata tiene otros trastornos debe de tratarlos al mismo tiempo pero la ludopatia es enfermedad y no sintoma de otra dolencia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
21,193125,Lo que puedo decirte es que mi esposo al momento de enterarse sufrió mucho pero no más de lo que sufría sospechando mentiras engaños,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
22,11879,Es posible que hayas dado este paso agobiado por tus deudas Pero la ludopatía te afecta mucho más allá de en tu economía La ludopatía transforma tu percepción de la realidad Y no la ludopatía no es un síntoma de algún otro trastorno ni tampoco una consecuencia de tu insatisfacción con tu vida La ludopatía es un trastorno psicologico causado por el gran poder adictivo de los distintos juegos La lud...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
23,23145,puedes tener mil y un poblema puedes haber llegado a la ludopatia por dichos poblemas si has llegado a la ludopatia el arreglar los mil y un poblema no conlleba dejar de ser ludopata por supuesto que si un ludopata tiene otros trastornos debe de tratarlos al mismo tiempo pero la ludopatia es enfermedad y no sintoma de otra dolencia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
24,111722,a ver amigo ADICTOMAN el objetivo no es dejar de ser ludopata eso no va a ocurrir se trata de aprender a vivir sin jugar no se trata de vivir toda la vida con las medidas preventivas que nos impidan jugar supongo que habra a quien le cueste años conseguir poder vivir sin nesecidad de esas medidas y a otros solo algunos meses o incluso menos la cuestion es asegurarse de que uno esta totalmente reha...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
25,382836,Efectivamente deberias saber que el ludopata es un embustero compulsivo por tanto deberias saber que sarta de mentiras ha estado contando por ahi a sus padres a vuestros amigos etc,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,
26,71542,Alguien os ha insultado ó faltado al respeto,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
27,292729,Por otro lado lo de tu familia procura solucionar lo que merece prioridad después quién te dice que no te independizas eso también rodará solo porque todo tiene su momento ánimo y fe en ti,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
28,234874,Hace más o menos estoy leyendo sus relatos desde hace cerca de un mes,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
29,355966,Gracias por entrar en un foro de ludopatía y compartir tú experiencia sj Se que nunca podré jugar de manera responsable,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
30,470401,La ludopatía consiste en la incapacidad de la persona que juega para controlar su juego de tal modo que su forma de jugar y de perder afecta a áreas significativas de su vida salud economía familia trabajo amistades,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
31,397953,Tu si lo estás haciendo informándote sobre la ludopatía y los estragos que hace con uno mismo y con los que le rodean,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
32,86403,mentiras engaños y deudas eran el dia a dia me hacian sufrir y hacian sufrir a mi familia,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
33,95366,Estar enfermo de ludopatia o de cualquier otra adiccion no significa estar a disposicion del consentimiento a las recaidas y eso es algo que pasa aqui casi constantemente es raro el dia que no recae alguien alguien que se atreve a decirlo aqui en el anonimato oculto y dispuesto a ser perdonado pero aqui que pasaria si se lo contara a su familia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
34,470410,La persona jugadora comienza a mentir a sus seres queridos para intentar ocultar sus problemas y a medida que sus mentiras se descubren aumentan los conflictos familiares las amenazas de separación los divorcios los problemas laborales y el aislamiento social,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,
35,340362,Amigo silencioso como te decia en el final de mi mensaje por el bien de nuestros hijos ojala eso ocurra algun día lamentablemente el gobierno sea cual sea su color o ideologia se preocupan más de otras adiciciones y no prestan importancia a la ludopatia siendo una enfermedad reconocida por la O M S y sabiendo como se sabe que hay cientos de personas que la padecen algunos abiertamente y otros se l...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
36,409230,Un ludopata convierte su vida en una mentira se las tienen que ingeniar para ocultar siempre su verdadero yo su verdadera pasion el juego para ocultar su enfermedad,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,
37,481936,O la hay o no la hay,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
38,350866,Hola Esther que tal va todo,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
39,405396,7 Ha engañado a su familia para ocultar la magnitud de su uso de Internet,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
40,109205,mi familia no sabe nada es lo mas horroroso del mundo mentir mentir todo el dia diciendo mentiras me harte de mentir aqui esta la cuestion ellos estan pagando las consecuencias y tu por banidad no les das la oportunidad de luchar por lo que les pertenece cuando decimos que no implicamos a la familia por no darle un mal trago mentimos no lo hacemos porque no queremos mostrarnos ante ellos estas enf...,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
41,285333,ha separado a mi madre de su familia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
42,32408,La mentira va asociada a la ludopatía,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
43,68770,En consecuencia hacia sus familias,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
44,441764,Hola cris bienvenida mira yo tambien soy pareja de ludopata y a diferencia de tu pareja la mia no me conto que tenia problemas con el juego en teoria porque decia que no era consciente pero su familia tambien lo sabia y no me dijeron no me advirtieron tu al menos tienes la oportunidad de enfrentarte o dejarlo a tiempo es una decision muy personal y dificil cuando se esta enamorado por desgracia pa...,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
45,469926,La ludopatía es una enfermedad algunos la comparan con la diabetes yo la comparo con el cáncer es una adicción autodestructiva que en muchas ocasiones destruye a la persona y en otras arrastra a familiares se manifiesta por una incapacidad de la persona por dejar de jugar por sus propios medios necesita ayuda de profesionales en psicología y o psiquiatría medicación una asociación ayuda espiritual...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
46,456105,Respecto al modo de tratarle y hacerle ver la clase de persona que es piensa que es un enfermo y muchas de sus mentiras son producidas por la ludopatía aunque no sólo en el campo del juego,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
47,358571,Busca ayuda en su familia haz que él la busque,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
48,188335,Tu familia conoce tu enfermedad,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
49,356018,No te martirices ha perdido una gran amiga Esther,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
50,362675,El jugador miente compulsivamente para ocultar su problema ante los demás,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,
51,484020,Por el o ella por sus hermana y por su madre,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
52,66493,Muy buena explicación de tu vivencia pues si la ludopatia mucha gente no sabe lo que es hasta que no loo vive en propia persona las veces que e tenido recaídas se lo e contado a mi madre y al principio me lo hechaba en cara pero las últimas veces no me dice mucho no se enfada ni nada y se que lo hace por si acaso me de por hacer alguna locura y esta vez que toque fondo saldré adelante ya que el ju...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
53,471229,Ha violado usted la ley o considerado violar la ley para pagar por su juego,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
54,421327,El que hace la ley hace la trampa y esa trampa da mucho dinero,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
55,284111,y las mentiras que puedes llegar a decirle a tu familia a tus amigos y lo peor a TI MISMO,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
56,318929,la union hace el poder desde que existe la vida unamosnos y hagamos algo para que al menos un pais como españa no haga cada dia mas ludopatas y cada vez mas jovenes como hay,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
57,9938,La ludopatía es tan sólo un mecanismo vía método recurso o como le quieran llamar dónde la persona se engancha para liberar su malestar interno,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
58,338897,He mentido descaradamente en mi entorno para mantener mi enfermedad oculta,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
59,446164,Las personas con este trastorno tienden a mentir a sus familiares amigos médicos y psicólogos intentando minimizar su situación de juego patológico No hay para tanto dicen,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
60,15825,mentiras engaños y deudas eran el dia a dia me hacian sufrir y hacian sufrir a mi familia,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
61,349144,Asi nos sentimos las mujeres de ludopatas con sus mentiras todo nos recuerda son sentimos traicionadas además tenemos unas faldas con colores en cada esquina un cajero cada dos pasos una excusa fácil en cualquier sitio,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
62,207577,Al menos hasta la semana pasada que tuve una recaída y de las gordas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
63,310235,Yo siempre he querido ocultar que soy ludopata pienso que la gente desconfiara de mi por ese motivo,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
64,488413,y eso me DUELE que una persona que lo dado todo y más en esté FORO que sea SINCERA y diga como se siente diga la verdad o es mejor que mintiera que hubiera dicho yo creia y en sus inicios asi lo sentia que tenia un problema con la ludopatia y despues vea que su problema no llega digamos a ser ludopatia que es una pequeña evasión distraccíon que controla y aun no necesitando este foro para auto ayu...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
65,58849,Dices que quieres acabar con las mentiras y ocultamientos y cambiar el estilo de vida pues empieza por ahí para empezar una rehabilitación en condiciones nada mejor que empezar a sincerarte con los tuyos,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
66,56548,Si juega a escondidas miente a sabiendas de lo que ha pasado puede que no sea una ludopatia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
67,298981,AHORA QUE ESTA HACIENDO SU FAMILIA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
68,1511,o la ludopatia le hace a uno decir mentiras y luego no se acuerda que las dijo,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
69,418026,para su ludopatía,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
70,299756,La simple ocultación de la verdad a la familia comienza a crecer como bola de nieve hacia otras personas o instituciones donde la justificación para obtener el dinero tiene por base la mentira,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,
71,350447,Vas a encontrarla y vas a tener la suerte que necesitas porque la mereces porque has luchado y porque te has ganado vivir esta vida que insisto merece la pena,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
72,112625,te estas engañando no has contado nada te han pillado la ayuda de tus familiares no te servira pera nada mientras tu no tomes conciencia real te dejes de medias tintas cuentes la verdad cien por cien y te comprometas de verdad a tomar todas las medidas nesesarias te puede ocurrir algo que hemos pasado mas de uno nuestros familiares nos pilla les contamos lo que no nos queda mas remedio ellos se of...,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
73,235506,Si es cierto Alfonso que a nivel de pareja esta enfermedad pone en dudas muchas cosas la mentira por ejemplo es muy difícil de llevar ya que llegamos a pensar que puede que mienta para más temas que la enfermedad,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
74,6643,Es posible que hayas dado este paso agobiado por tus deudas Pero la ludopatía te afecta mucho más allá de en tu economía La ludopatía transforma tu percepción de la realidad Y no la ludopatía no es un síntoma de algún otro trastorno ni tampoco una consecuencia de tu insatisfacción con tu vida La ludopatía es un trastorno psicologico causado por el gran poder adictivo de los distintos juegos La lud...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
75,304885,Si sigues mintiendo u ocultando verdades mal asunto para ti y para tu familia,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
76,495864,soportamos mentiras enganios ocultamientos manipulaciones deudas horas sin nuestras parejas no tenemos un futuro cierto sino incierto por que no sabemos si van a volver a jugar,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
