,doc_id,text,manu.couto1k_rels,manu.couto1k_posi,marcosfp_rels,marcosfp_posi,ezra_rels,ezra_posi,consensus,majority,consesus_doub,majority_doub,posible_consensus_1,posible_consensus_2,,¿Ha pedido ayuda a otras personas para que le proporcionen el dinero necesario para aliviar una
39,364113,Alonso dice Conseguir dinero para jugar y jugar para obtener dinero es decir nuestro primer pensamiento es a ver si jugando ese dinero consigo dinero A primer supuesto Si consigo ganar algo jugaré nuevamente intentando conseguir más dinero no es que juegue para conseguir mas dinero para así poder jugar mas es que quiero ganar dinero y con el dinero quiero ganar más,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
40,346196,Para la gente que no disponemos del apoyo directo de terapia en una asociación por unas u otras causas son importantísimas las palabras de personas como tú que nos hacen seguir adelante en nuestra rehabilitación basada única y exclusivamente en nuestra fuerza de voluntad en seguir las medidas preventivas que estén a nuestro alcance la ayuda de nuestros familiares y o amigos y la lectura y escritur...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
41,481878,Por qué juego no para mí ahora me importa más el por qué no juego,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
42,74712,Para esa persona y otras en situaciones parecidas hago un pequeño repaso de mi problemática ya que aunque desde un principio fuí contando todo sin omitir casi nada es mi deseo que esto quizás pueda servir de estímulo a personas que no cuenten con ninguna ayuda de tipo afectiva Cuando empecé a descontrolarme con el juego hacía poco que había comenzado una relación sentimental con un hombre que cono...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
43,63195,El juego por un lado para quien lo quiera,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
44,59996,Actualmente no tengo dinero ni para comer y se me avecinan unos meses muy duros,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
45,120541,Para el que dispone de dinero el fondo es perderlo para el que tiene deudas el fondo es endeudarse más para el que tiene salud el fondo es perderla para el que está enfermo el fondo es agravar su enfermedad para el que se ve con necesidad de cometer actos delictivos el fondo es la cárcel para el que agrava su psique el fondo es en el mejor de los casos el psiquiátrico y en el peor una caja de pino...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
46,422111,Prestarle dinero a un jugador aunque aún dudes que lo sea es peor ayuda que se nos puede prestar,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
47,86624,Lo primero aceptar que el juego con dinero se convierte en enfermedad tal punto ha llegado que en tu caso creo que necesitas ayuda externa,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
48,208097,El tema del dinero es importante fíjate si un familiar o amistad confiable pueden ayudarte eso te aliviará muchísimo,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
49,334562,previos incluye el no pagar compromisos seleccionar dineros,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
50,320098,O sea que le pides ayuda a Dios para que tus amigos te den el dinero para tapar tus deudas del juego en definitiva le pides ayuda a Dios para seguir engañando y mintiendo a tu madre y eso es fe,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
51,115172,Si quieres salir de la mrda del juego tienes que pedir ayuda te tienen que controlar el dinero y acudir a una asociación,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
52,342752,por eso pido ayuda para que me digais que,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
53,100069,El juego no tiene por que ser una tentación para toda la vida,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
54,112236,Actualmente no tengo dinero ni para comer y se me avecinan unos meses muy duros,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
55,486892,Queremos ser mas listos que el que le ha echado antes nosotros sabemos jugar mejor que el otro Pero en el trasfondo de todo esto lo que buscamos es dinero soy mas listo que el otro si yo gano dinero y el otro no Si juego a las cartas o al juego que sea sin jugar dinero solo haber quien gana me gustará ganar a todos nos gusta ganar me safisface pero no me emociona no me da esas sensaciones que me d...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
56,431468,para qué pedir dinero prestado,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
57,374127,Me he puesto en contacto con algunos aunque paradójicamente tienes carencias económicas debido al juego y te piden pasta gansa para su tratamiento no saben que precisamente es de lo que carecemos de dinero,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
58,182896,en estas vacaciones despilfarre lo que no esta escrito como un gilipollas aun sabiendo las dramaticas sensaciones que luego causaria el gastarme el dinero ahorrado que tenia otra vez a mentir a sufrir en fin que decidi entrar aui desesperado y me ha ayudado mucho conocer opiniones y medidas preventivas de momento voy bien salvando todos los pagos os animo a seguir contando vuestras vivencias y a q...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
59,121072,Yo que me considero una persona caritativa siempre he dado dinero a personas necesitadas incluso cuando jugaba aunque me costara pasar necesidades a mí,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
60,10226,Yo debo 37600 euros de los créditos que he pedido a diversas entidades financieras por culpa de mi adición al juego y estoy en fase de recuperación lo peor no es el dinero de poco sirve que alguien pueda ayudarte económicamente y después no comprenda el problema ni se tenga a alguien para que cumplamos las medidas preventivas el curarse de la ludopatía no consiste en no tener deudas consiste en sa...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
61,495982,creo que por FíN ha empezado a vislumbrar que sí que el juego le arruinó la vida,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
62,357360,Sólo por hoy en positivo creo que las situaciones difíciles a menudo dan lugar a cualidades que de otra manera nunca habrían visto la luz como el valor la fe y nuestra necesidad de otras personas que todas nuestras experiencias pueden ayudarnos a crecer Sólo por hoy necesito paciencia porque algunas heridas no pueden cicatrizar rápidamente sino que necesitan tiempo,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
63,432882,Necesitas ayuda médica en forma de asociación psicólogo especializado en el tema que suelen estar en las asociaciones una persona de confianza que te lleve las finanzas y controle todos tus gastos para verificar que no han sido destinados al juego Busca una asociación en tu ciudad y allí te asesorarán mejor Y si estás dejando de jugar ten cuidado no vayas a cambiar una adicción por otra a veces el...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
64,391414,Asociación terapia control del dinero pedir ayuda a tu hijo mayor o a quien consideres oportuno hablar con tu marido y que también se,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
65,76154,Solo tenia necesidad imperiosa de poner mi dinero en juego una y otra vez cada vez en mas cantidad y ya practicamente me consumia las 24 horas del dia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
66,154235,Poder se puede solo se necesita aceptacion de la enfermedad y sus consecuencias pasadas humildad para pedir ayuda y dejar controlar tu dinero a otras personas buena voluntad para seguir el dia a dia dejandose llevar y alejandose del juego y mente abierta para empezar a comprender la enfermedad y las herramientas y barreras que nos enseÃ aran para mantenernos limpios,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
67,362876,Procura aislarte del dinero y de todo lo referente al juego puede ser con la ayuda de tu esposo o de alguien cercano,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
68,231421,Algo muy urgente es que una persona que se encuentra en situación desesperada haya alcanzado el convencimiento absoluto de que necesita salir de ésto y pida ayuda para detener el juego,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
69,186494,Tu no quieres parar de jugar tu solo deseas que pase el tiempo y duela menos y vuelvas a tener dinero disponible para jugar y por ahora solo quieres desahogarte,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
70,68991,Para algunos es el ser humano Una situación muy complicada esa Mertxe Te deseo que algún día dejes de hablar con las máquinas Que no pelees en el sentido de que puedas evitarlas y se cierren esas conversaciones Yo también hablo conmigo mismo y estas son las horas Sí he de decir que estando muy muy activo estando lejos del juego tenía alucinaciones con el mismo en el sentido de que las escuchaba en...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
