,doc_id,text,manu.couto1k_rels,manu.couto1k_posi,marcosfp_rels,marcosfp_posi,ezra_rels,ezra_posi,consensus,majority,consesus_doub,majority_doub,posible_consensus_1,posible_consensus_2,,"¿Ha arriesgado o perdido una relación importante, un trabajo, una oportunidad educativa o"
20,11555,Cuando yo inicié mi rehabilitación ya no tenía a nadie a quien dar explicaciones sencillamente estaba solo Pero he entrado en este hilo porque es muy interesante ese tema Yo tras tantos años de juego filme dos familias y las dos las perdi El juego fue la base Pero lo que hizo que se rompieran las relaciones no fue el juego ni las dificultades económicas Lo que rompió mis relaciones fueron las ment...,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
21,267940,es una ludopatía o algo relacionado con el sexo,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
22,471334,Durante los últimos 12 meses ha perdido usted o ha estado a punto de perder una relación importante un trabajo una oportunidad educativa o de carrera debido al juego,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
23,339238,desde la lejania de 7 meses sin jugar sigo pensando lo mismo el juego arruinaba mi economia el juego arruinaba mi vida social el juego me robaba mi tiempo el juego conseguia en mi grandes cambios de humor el juego me quietaba el sueño el juego me ponia nervioso el juego dañaba a los mios el juego,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
24,487078,echa una quiniela o el juego que corresponda a su epoca para ver si consigue superar eso y que le pasa que poquito a poco se va haciendo enfermo del juego ludopata buscando el dinero que le haga superar esa diferencia con su primo o con su hermano,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
25,21289,Discrepo con que se aburriese seguramente su señora se cansó de hablar con el Sr A y mandó al sofá a dormir al Sr B esperando a hablar mañana con el Sr C Sobre todo que ya se les ha hecho hueco o cogido el protagonismo que necesitan para sentirse válidos ahora pecan de los errores y críticas que ellos mismos denunciaban,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
26,113322,Solo quiero resaltar que no hay una única vía de salida si vez el foro hay muchas personas que han salido con ayuda otros solos otros con ayuda de la asociación y otros sin asociación unos con psicólogos y siquiatras y otros sin ellos,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
27,290474,Piensa algo que si es seguro que con ayuda y compresión esa enfermedad es mas llevadera que los días que te vengas abajo tienes alguien a tu lado que te da la mano apoyándote y dirigiendo tu vida a salir del juego,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
28,494252,Se han puesto en riesgo o perdido relaciones interpersonales significativas trabajo u oportunidades profesionales por causa del juego,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
29,117168,Por el juego se puede llegar a perder todo el dinero el trabajo la familia las amistades y lo más importante la salud,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,
30,256304,la verdad estoy preocupado quiero tratar de olvidarme del juego pero se me hace dificil a pesar de las ayudas que tengo trato de poner de mi todo el esfuerzo pero hay dias que me traicionan en alguna oportunidad dije que trataria de ocupar todo el tiempo posible para no pensar en el juego casualmente hace unos dias vovi a jugar no gran cantidad de dinero pero lo hice,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
31,281394,Todo el mundo busca un golpe de suerte en la vida y pone en riesgo otra cosa para conseguirlo eso es lo que hacemos jugando,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
32,498482,Hablamos de sujetos con iguales carencias emocionales y personales que quien juega la diferencia es que no juegan pero que han encontrado una vía de escape alternativa limpieza los hijos trabajo etc victimismo persecución otras relaciones El cúmulo de ocultamientos engaños sinsabores que el jugador produce en el ámbito familiar cada vez va siendo más grande y el cónyuge no jugador va entrando en u...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
33,112053,amigo no hay equilibrio entre el juego y la academia es mas el juego no tiene equilibrio con nada ya que termina desplazando todo lo que tenemos en la vida mira apesar de haber terminado mis estudios no lo hice como queria me demore mas tiempo del normal y lo peor es que le perdi la pasion y apesar de finalizar por el juego y debido a la necesidad economica que este creo en mi vida nunca he podido...,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
34,124981,Rompe con esa rutina diaria de juego y sufrimiento de ansiedad y ceguera menta y aventúrate al peligro de ser una persona normal con sus problemas y miedos como todos,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
35,287290,Ahora estoy por completar 11 meses y quiero mantenerme libre de juego la recaida me sirvió para aprender y darme cuenta de algunos errores que cometí en la primera etapa,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
36,266043,hola email soy miguel tengo 29 años y llevo jugando a las tragaperras casi desde los 20 años en ningun momento eh pensado en todo lo que me a acarreado esta enfermedad perdi la confianza d mis padres perdi a mi pareja perdi a mis amigos a mi hermano a mi perra mi dignidad perdi mi pesto de trabajo y eh perdido una cantidad muiy grande de dinero Esta mima tarde eh perdido el dinero que gane ayer ju...,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
37,17980,Hola mandorian Que la adicion al juego es una enfermedad está admitido por la organización mundial de la salud y yo la creo lo que no tengo tan claro es que no seamos culpables en parte de contraer dicha enfermedad lo que somos es responsables de detener está adición como cualquier enfermedad La pena es que hay jugadores que se esconden tras la enfermedad para evitar responsabilidades y manipular ...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
38,15428,Yo escribí Razón o no las cosas se pueden decir sin insultar Y desde ahí el resto vencer la ludopatia 1º aceptacion 2º convencimiento 3ºresolusion y tratamiento,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
39,313927,El deber me llama así que vuelvo cundo puedo quizá a la nochecita hay un exámen así que me voy a poner unos lindos redonditos de ricota en las libretas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
40,359368,Merece la pena arruinarse personal y monetariamente por el juego,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
41,84427,Yo llevo jugando toda la vida el valor de lo perdido será incalculable pero el perder a tu familia es peor que todo el dinero del mundo,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
42,69197,Hola Primero voy a definiros la palabra libertad CAPACIDAD HUMANA PARA DECIDIR LIBREMENTE LO QUE QUIERE O NO HACER Yo tenía una gran voluntad con relación a muchas cosas al trabajo al deporte pero absolutamente ninguna con relación al juego Cuántas veces después de haber perdido una gran cantidad de dinero al acostarme juraba y perjurara que era la última vez essvoluntad de no jugar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
43,99150,Os lo digo por mi experiencia propia vivida y no por el juego el juego era solo un pasatiempo,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
44,427599,Simplemente quiero decir que el juego trastornó mi existencia y ahora estoy viendo las nada alentadoras consecuencias A mis 26 años juego desde los 24 de manera más frecuente,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
45,327887,Se lo que es jugar compulsivamente se el dolor que producen las perdidas y no hablo de dinero se de las mentiras y traiciones a personas que confian o confiaban en nosotros te comprendo y te felicito por haber superado la gravedad creo que es buena idea que hayas recurrido a la Iglesia se de personas que han encontrado la paz y el sosiego en Dios que bueno que llegas al foro para darnos una mano,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
46,233553,Ojala algun dia tenga la oportunidad,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
47,471256,El juego problemático es cuando se juega de manera tal que ocasiona problemas emocionales familiares legales financieros u otros problemas al jugador y a las personas alrededor del jugador,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
48,482136,Quiero añadir que en mis retiradas del juego durante una semana o 15 dias,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
49,392155,Hace 6 meses me contrataron en una empresa que queda a 1 hora de la ciudad donde radico y he optado por quedarme a vivir sin mi familia de lunes a viernes situacion que me ha facilitado irme al juego cuando salgo de trabajar y en ocasiones hasta en horarios de trabajo bajo cualqueir pretexto para lir brarme del horario durante este tiempo creo que he perdido lo que en los primeros 30 meses de jueg...,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
50,312540,Lo perdido perdido está y nuestra experiencia amarga es que mientras más esfuerzo hagamos por esa recuperación más nos hundimos en esta enfermedad mortal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
51,121821,Que sigue ahora rápido las medidas preventivas del foro para evitar mas daños ligeros perdonate por lo que has hecho coge papel y lápiz estructura tus deudas habla con tus acreedores y refinancia montos y plazos y bien juiciosito comienza a pagarlos,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
52,46046,Perdí la época más hermosa de la vida ahora estoy solo sin un duro ahorrado perdí parte de mis estudios perdí oportunidades de trabajo perdí amistades perdí parejas perdí la oportunidad de vivir mi vida con plenitud y disfrute Pero aquí estoy una vez más mi mayor falla es que no he dejado que alguien maneje mi dinero a la final me aferro fuertemente a las medidas preventivas pero las manipulo a mi...,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
53,317407,Te aconsejo que leas eso que has escrito unas cuantas veces y despues reflexiones sobre la esencia de esas palabras dices que la has perdido no exclusivamente por el juego sé sincero al menos contigo mismo no te justifiques la has perdido única y exclusivamente por el juego ya que eso se deduce de tus palabras estoy seguro de que si no hubieses sido un enfermo ludópata no la hubieses perdido y si...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
54,384097,Si un profesional de la salud le acaba haciendo un diagnóstico diferencial y de personalidad y este tiene por nombre juego patológico ludopatia o adicción al juego dificilmente tiene sentido fuera de la enfermedad volver a entrar en la dinámica de cultivar unas motivaciones dinerarias con riesgo de recuperar los esquemas de funcionamiento propios de la adicción que ya se han desarrollado en otros ...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
55,138082,Por otro lado la falta de experiencia con jugadores puede inutilizar el trabajo de la entidad a la que recurras,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
56,388073,Solo una opinion miki quiza te des cuenta de que eres ludopata el dia que pierdas amistades familia trabajo el dia que el juego ocupe toda tu vida independientemente de que ganes o pierdas,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
57,479211,ahora lo importante es que vean la manera de no jugar deberían pensar que pronto tu marido se quedará sin trabajo y supongo que tienen obligaciones para cumplir lo perdido perdido está y no hay forma de recuperarlo me haces acordar Raquel cuando mi marido me llamó por teléfono y me dijo que no le renovarían el contrato de trabajo y yo gastando todo en el casino fué una epoca terrible sin trabajo ...,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
58,495469,No creo que todo dependa del amor creo que hay relaciones que te hacen mejor persona y hay relaciones que te envilecen relaciones positivas y relaciones negativas relaciones que hacen que saques lo mejor de tí y relaciones que hacen que saques lo peor de tí,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
59,106989,De veras esto es mucho más serio de lo que puede parecer algo de lo que ayuda mucho es reconocer con humildad y sinceridad que estamos enfermos y que no nos debemos arriesgar a veces podemos tener la tentación de creer que somos mas fuertes y podemos con todo y vamos a dominar el juego no es así somos ludópatas el juego está acechando en nuestra mente para adueñarse ella nuevamente créelo no te co...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
60,318576,Alguien decia La verdad te hara libre,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
61,152944,HOLA A TODOS QUISIERA UN CONSEJO REALMENTE SOY UNA MUJER LUDOPATA HACE CASI 5 AÑOS ENTRE A ESTE FORO SIN ENVARGO NUNCA PUDE SALIR DEL JUEGO Y HACE CASI 14 AÑOS QUE ESTOY METIDA EN ESTO Y REALMENTE ME HA DESTRUIDO LA VIDA ESTOY TOTALMENTE ARRUINADA PESE A QUE SIEMPRE TRABAJE PERO GRACIAS A DIOS HACE 6 MESES SUCEDIERON COSAS QUE ME HICIERON ABRIR LOS OJOS Y DECIDI DEJAR DE JUGAR CREO QUE FUE A TANTA...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
62,299380,Se ha quedado sin relaciones sociales,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
63,68471,Deseo una mejor vida deseo salir visitar lugares cambiar mi carro comprarme ropa tener el dinero para cuando este mas viejo y no pueda trabajar poder descansar deseo ser feliz ver a mi hijo crecer y cuando mi hijo me vea sienta admiracion por su padre y no vea a este ludopata que soy de lo unico que me lamento es no tener el dinero que me e gastado en el casino se lo que quiero y deseo de la vida ...,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
64,127484,Quizás no puedas pagar nunca tus deudas pero ser insolvente no impide mantener a tu familia ni difrutarla ni ser persona,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
65,31485,Una oportunidad después de haberla perdido,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
66,470527,Un coordinador dos psicólogos adjuntos tres residentes y un psiquiatra consultor se encargan desde la llegada del enfermo a la unidad de transmitirle dos mensajes esenciales Por una parte es necesario que el adicto al juego tenga conciencia de enfermedad ya que en muchas ocasiones llegan empujados por sus familiares o amigos y por otra es importante que el enfermo lo haga motivado para enfrentarse...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
