,doc_id,text,manu.couto1k_rels,marcosfp_rels,ezra.mario_rels,consensus,majority
37,433463,Se como te sientes yo dure jugando 6 años y tambien debo muchisimo dinero en el banco saque creditos en mis tarjetas igual preste platas a intereses exagerados y todo esto se convirtio en un caos total en mi vida ademas yo conte mi problema hace un año y lo que hice fue pagar las deudas y no mas por tanto recai nuevamente hace 6 meses y el hueco fue peor no dormia no comia de la angustia en que me...,False,False,False,False,False
38,416824,Saludos mac yo creo que a la mayoría nos pasa yo he tenido altibajos me han dado tremendas ganas de jugar y me he sentido deprimido lo importante es superar estos malos ratos y no recaer hasta luego ,False,False,True,False,False
39,441661,Ten en cuenta que la mayoria de la gente piensa así tienes un problema con el juego pues no juegues estas deprimido pues animate ,False,False,True,False,False
40,121917,comprar licencias de conducir de Australia comprar licencias de conducir canadiense comprar franceses Francia las licencias de conducir comprar holandés Holanda Holanda de permiso de conducción comprar alemanes Alemania los permisos de conducción comprar UK Reino Unido los permisos de conducción comprar pasaportes diplomáticos comprar pasaportes de camuflaje comprar Duplicados de pasaporte falso E...,False,False,False,False,False
41,231745,Después de jugar viene la segunda parte y es que nos mientes constantemente nos metes unosrollos que ni tu mismo cuando nos los estás contando te lo puedes creer El dinero no está para malgastarlo en el juego pues lo único que se hace es enriquecer a otros y arruinar familias y no sólo economicamente ya que para un Adicto al juego una máquina es más importante que su familia y que él mismo ,False,False,False,False,False
42,260162,Es decir creo que no fui a jugar porque simplemente No tengo dinero ,False,False,False,False,False
43,30273,Sigues jugando porque no lo quieres dejar Un psicólogo te puede decir muchas cosas de tu comportamiento que tú desconoces y unas pautas que no sigues para ir de putas y jugar tú si estás violando mujeres o te piensas que te vana a decir que están por gusto la vida fácil es estarse acostando con todo tipo de asqueroros ,False,False,False,False,False
44,151618,Si no entiedo mal cuando uno deja de jugar tiene estos sintomas físicos Temblores nauseas diarreas etc NO ESTOY DE ACUERDO YO NO HE TENIDO NINGUN SINTOMA DE ESOS NINGUNO Y si no he entedido mal cuando uno deja de jugar se le altera el humor el animo esta nervioso etc Tampoco estoy de acuerdo con ninguno Espero que los que dejeis de jugar no creais que os van a pasar estas cosas ,False,False,False,False,False
45,158278,1 No culpar a los demás de lo que te pasa o sientes ,False,False,False,False,False
46,382023,De jugar todos lo días he pasado a un mes en el que he jugado una vez ,False,False,False,False,False
47,233543,He de acabar con mis problemas si o si ,False,False,False,False,False
48,489549,Algunos de ellos juegan como medida para liberar sus tensiones en situaciones de ansiedad o de depresión ,True,False,True,False,True
49,54094,Cuando no tienes de donde gastar o cuando te pillan ,False,False,False,False,False
50,342097,El juego te puede traer consecuencias muy negativas para tú persona y la primera es la pérdida de la autoestima necesarea para valorarse y creecer como persona ,False,False,False,False,False
51,225621,Si has leido los casos del foro verás que la cosa es bastante seria y que tomar esto a broma termina ocasionando unos terribles problemas economicos familiares profesionales y de salud ,False,False,False,False,False
52,175612,Ahora mismo peso unos 12 kgs menos que la última vez que nos vimos Puedes decir tú lo mismo ,False,False,False,False,False
53,54109,Cuando no tienes de donde gastar o cuando te pillan ,False,False,False,False,False
54,287839,No se si a vosotros os pasara lo mismo pero debido a mis problemas en la vida me ha acercado a la sicologia de forma no profesional claro esta y desde hace un tiempo me he dado cuenta de una cosa que os quiero comentar el que sientes cuando juegas yo al principio pensaba que jugaba para ganar pero viendo mis reacciones ultimamente y las de otros jugadores ha llegado a pensar en que cuando llevamos...,False,False,False,False,False
55,112995,Si te sientes realmente incapacitado para salir por tu propia cuenta de esta situación de juego patológico lo mas aconsejable es que te dirijas a una asociación especializada en ludopatía ,False,False,False,False,False
56,91492,Generalmente uno acude al juego como manera de escapar a algunas situaciones o momentos en los que uno se siente triste estresado aburrido ansioso empieza a ver la vida de otra manera distinta ,True,False,True,False,True
57,140900,Tienes un problema emocial y necesitas ayuda para que enfoques tu vida sin las adicciones del alcohol y el juego ,False,False,False,False,False
58,214629,Si crees que no puedes superar por ti mismo tu problema otros podran ayudarte eficazmente ,False,False,False,False,False
59,294759,es que no puedo jugar joder no puedo jugar yo no puedo jugar yo no puedo jugar no pudo jugar hostias no puedo jugar por que siempre me pasa igual joder yo no puedo jugar yo no puedo jugar yo no puedo jugar por que no podre jugar como una persona normal ,False,False,False,False,False
60,486911, LO he cogido del tema Preguntas y Respuestas J L Pregunta crees que el juego es o fue tu via de escape ,False,False,False,False,False
61,91500,Generalmente uno acude al juego como manera de escapar a algunas situaciones o momentos en los que uno se siente triste estresado aburrido ansioso empieza a ver la vida de otra manera distinta ,True,False,True,False,True
62,117100,no puedo decir que no tengo ganas de jugar porque si que las tengo espero que con el tiempo esta sensacion de querer jugar se vaya quitando no es facil pero si se puede ,False,False,False,False,False
63,28524,Saber que tienes un problema y quieres recuperarte ,False,False,False,False,False
64,91759,Afortunadamente si la hay tú eres consciente de tu situación sabes que estás huyendo hacia adelante tomando un camino que no conduce a ninguna parte sino a más angustia y desesperación ,False,False,False,False,False
65,147314,jugon tu mismo lo has dicho no puedes parar tienes un problema de ludopatia la pregunta seria kieres parar ,False,False,False,False,False
66,294003,Te sientes mal porque piensas que la has perdido debido a tus andanzas con el juego que le han provocado mucho daño ,False,False,False,False,False
67,416370,puedo dejarlo puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar puedo y quiero dejar de jugar puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar me veo sin jugar y me siento orgulloso de mi miismo puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar y estare m...,False,False,False,False,False
68,222329,NO TE SIENTAS AVERGONZADA POR PENSAR MAL Y SI ES NORMAL QUE DESCONFIES YA QUE LLEVAIS POCO TIEMPO EN ESTO PERO TE DIRE QUE CUIDADO QUE NOS ES BUENO CON TAN POCO TIEMPO EXPONERLO A ESTAS COSAS AHORA LO HA HECHO BIEN PERO Y LA PROXIMA VEZ QUE PUEDE OCURRIR SI TE DIGO ESTO ES POR QUE NOSOTROS LOS JUGADORES JUGAMOS EN UN TERRENO EL CUAL CUANDO MAS CONFIADA ESTAS SE NOS VA LAS NEURONAS Y VOLVEMOS A LOS...,False,False,False,False,False
69,139389,Si crees que no puedes superar por ti mismo tu problema otros podran ayudarte eficazmente ,False,False,False,False,False
70,438142,15 Has jugado alguna vez por escaparte de una preocupación o problema ,False,False,False,False,False
71,186494,Tu no quieres parar de jugar tu solo deseas que pase el tiempo y duela menos y vuelvas a tener dinero disponible para jugar y por ahora solo quieres desahogarte ,False,False,False,False,False
72,170880,Yo como jugador lo he pasado mal como todos pero el recordar mis tiempos oscuros escuchando a los compañeros los pelos se me erizan ,False,False,False,False,False
73,198017,jugador pero ya tu mismo te estas poniendo trabas a tu rehabilitacion en el fondo piensas q no vas a salir de eso ,False,False,False,False,False
74,56191,En cuando pasas un mes sin jugar el m Se encuentra mal o algo ,False,False,False,False,False
75,199298, Tengo o he tenido deudas por el juego NO Tengo ganas de jugar cuando no lo hago SOLO CUANDO ESTOY MUY NERVIOSA SI Tengo deseos de JUGAR cuando no trabajo en mis días libres en vacaciones NO Juego de forma compulsiva en ese momento SI Me siento mal cuando juego SI Quiero dejar de jugar A veces no le doy importancia a jugar Me crea conflicto interno en mi vida diaria al jugar SI Me preocupa recaer ...,True,False,True,False,True
76,294782,es que no puedo jugar joder no puedo jugar yo no puedo jugar yo no puedo jugar no pudo jugar hostias no puedo jugar por que siempre me pasa igual joder yo no puedo jugar yo no puedo jugar yo no puedo jugar por que no podre jugar como una persona normal ,False,False,False,False,False
77,130174,josegomezno ME IDENTIFICO CON LA ANGUSTIA QUE SIENTES EN ESTE MOMENTO YA QUE YO AL IGUAL QUE TU LLEVO ESE MISMO TIEMPO SIN JUGAR GRACIAS A DIOS A PESAR QUE DESDE LOS 15 AñOS NO HABIA PARADO DE SUFRIR DESDE QUE CONOCI ESA MALDICION PERO AHORA Y HASTA AHORA HE PODIDO CONTROLARME YA QUE ME DEDIQUE A IDENTIFICAR EL PORQUE DE MIS IMPULSOS POR EL JUEGO Y EN ESTE TIEMPO HE APRENDIDO A CONOCERME YO MISMO ...,False,False,False,False,False
78,389767,Preocupación frecuente por jugar Existe la necesidad de aumentar la magnitud o la frecuencia de las apuestas para conseguir la excitación deseada Intentos repetidos sin éxito para controlar reducir o parar el juego Intranquilidad o irritabilidad cuando se intenta reducir o parar el juego El juego como estrategia para escapar de problemas o para mitigar un estado de ánimo deprimido o disfórico Desp...,False,False,False,False,False
79,218759, En ocasiones juegas para evadirse de situaciones estresantes para ti ,True,False,True,False,True
80,220554,Sentirse inquieto o irritable al tratar de jugar menos o dejar de jugar ,False,False,False,False,False
81,220555,Jugar para escapar de los problemas o de sentimientos de tristeza o ansiedad ,True,False,False,False,False
82,498826,Quizás se deba aprender a dejar de jugar o quizás se deba aprender a jugar Jugar puede ir bien o mal siempre va mal Para aprender a dejar de jugar si que hay que esforzarse y si lo consigues te sentiras feliz habras remos conseguido algo que queriamos hacer que nos iba mal nos hacia mucho daño Para aprender a jugar para eso ya sabes que no hay que esforzarse nada hay se esfuerza el Sr Cirsa o los ...,False,False,False,False,False
83,132747,Sí de los problemas económicos que tiene la sociedad ,False,False,False,False,False
84,389774,Durante esta etapa muchos jugadores buscan ayuda para salir de su problema aunque otros no pudiendo llegar en muchos casos a la etapa de desesperanza o abandono en donde el jugador no cree que exista una solución a su problema percibiéndose como un caso perdido Durante esta etapa o la anterior el jugador puede entrar en una etapa denominada como de aceptación en donde admitirá la existencia de su ...,False,False,False,False,False
85,98958,Mi vida se rige entre las ganas de jugar y recuperar ansiedad nerviosismo tristeza ,False,False,True,False,False
86,121998,Muchas veces acudimos al juego como una escapatoria a un problema a la soledad tristeza o aburrición ,True,True,True,True,True
87,226447,quiero dejar de jugar quiero dejar de jugar quiero dejar de jugar quiero dejar de jujar quiero dejar de jugar quiero dejar de jugar quiero dejar de jugar quiero dejar de jugar quiero dejar de jugar ,False,False,False,False,False
88,357372, Si no escucho mis propios sentimientos nadie lo hará por mí ,False,False,False,False,False
89,480663,Jugar para escapar de los problemas o de sentimientos de tristeza o ansiedad ,True,False,False,False,False
90,215451,Es jugar con fuego y lo sé pero es una manera de conocerme a mí mismo ,False,False,False,False,False
91,375969,15 Has jugado alguna vez por escaparte de una preocupación o problema ,True,False,False,False,False
92,98978,Mi vida se rige entre las ganas de jugar y recuperar ansiedad nerviosismo tristeza ,False,False,True,False,False
93,296097,O SI NO TE DICEN ,False,False,False,False,False
94,77485,Obviamente cuando no sientes la emoción del juego eres más racional ,False,False,False,False,False
95,303279,Enfrentándote a tu problema ,False,False,False,False,False
96,245429,Después de jugar viene la segunda parte y es que nos mientes constantemente nos metes unosrollos que ni tu mismo cuando nos los estás contando te lo puedes creer El dinero no está para malgastarlo en el juego pues lo único que se hace es enriquecer a otros y arruinar familias y no sólo economicamente ya que para un Adicto al juego una máquina es más importante que su familia y que él mismo ,False,False,False,False,False
97,480694,15 Has jugado alguna vez por escaparte de una preocupación o problema ,True,False,False,False,False
98,22203,Cuando comienzas a dejar de jugar o te conviertes en adicto a tu rehabilitación o estás perdido ,False,False,False,False,False
99,118205,mirad yo lo paso mal de vez en cuando cuando me entra la ansiedad y ganas de jugar pero recuerdo que si juego despues viene el periodo depresivo y asqueo que es mucho peor que la ansiedad por jugar asi que consigo superar la tentacion pero realmente me es dificil de este modo he logrado llevar 5 0 6 años sin jugar pero no curado sigo pasandolo mal de vez en cuando en el tiempo que estuve en el for...,True,False,True,False,True
100,48830,O si no está convencido ,False,False,False,False,False
101,389570,eso si se puede llegar a asimilar pero el no poder ganar es algo que siempre nos deja con dudas siempre hacemos cabalas de si una vez conseguido un premio podremos retirarnos es mas en mas de una ocasion lo logramos mas de una vez nos bamos ganando pero continuamos al dia siguiente hasta perderlo todo pero lo peor es el dominio que ejerce el juego sobre nuestras desiciones cuantas cosas dejamos de...,False,False,False,False,False
102,471235, Se ha sentido deprimido o suicida debido a sus pérdidas en el juego ,False,False,False,False,False
103,301257,Se siente ansioso nervioso deprimido o aburrido cuando no está conectado a Internet ,True,False,False,False,False
104,124874,Yo sé cómo te sientes y probablemente la mayoría de los foreros también la desorientación la confusión la ansiedad que acompañan al juego nos restan muchas capacidades concentración y claridad ,False,False,True,False,False
105,32203,No te puedo explicar porque cuando te fuiste a tu país dejaste de jugar pero si te puedo explicar porque cuando estabas aquí jugabas y porque cuando has vuelto sigues en las mismas ,False,False,False,False,False
106,359119,Me imagino lo mal que te sientes y ante una REALIDAD DOLOROSA ES MEJOR AFRONTARLAS DE FRENTE C O N V E N C E T E que el JUEGO NO ESPARA NOSOTROS ,False,False,False,False,False
107,446161,Algunos de ellos juegan como medida para liberar sus tensiones en situaciones de ansiedad o de depresión ,True,False,True,False,True
108,306131,Es decir nos jugamos todo lo jugable sin sopesar las consecuencias que puede acarrearnos ,False,False,False,False,False
109,70355,Sigues jugando y si no pones todos los medios habidos y por haber volverás a jugar más adelante en cuanto se pase tu escaldamiento ,False,False,False,False,False
110,434143,Sigo cada día experimentando sensaciones incómodas momentos de culpa leves depresiones sueño de poca calidad pero en general después de dos semanas aunque no quiero contar que han sido largas muy largas he ido trabajando en cosas internas y personales en cosas que duelen pero que tengo que asumir porque son las causas profundas por las cuales me quiero escapar con el juego mire qué vaina huir del ...,True,True,True,True,True
111,346593,son excusas que te das tu mismo para jugar y seguir jugando ,False,False,False,False,False
112,380641, Si el juego en vez de ser acto lúdico social pasa a dominar a la persona apoderándose de su mente siempre pensando en el juego o sea la obsesión de seguir jugando y a su vez aparece la compulsión o sea no deja de jugar hasta agotar la última moneda entonces el juego se convierte en una adicción de la cual sólo puede salir si él lo desea ,False,False,False,False,False
113,145380, Has jugado alguna vez por escaparte de una preocupación o problema ,False,False,False,False,False
114,332517,Yo cada dia te voy a preguntar si has jugado o no y tu me dices si si o si no ahora si es que si me dices que si y si es que no pues que no y porque has jugado y cuanto has ganado o perdido en funcion de tus respuestas si eres capaz de decir la verdad yo te demostrare que no te va a interesar jugar nunca solo vale si me dices la verdad si me dices que no has jugado y luego cuando hay que pagar las...,False,False,False,False,False
115,223718,cuando los jugadores o los familiares hablamos en pasado como tu tenia un problema el problema ha desaparecido se me ponen los pocos pelos que tengo como escarpias el problema no ha desaparecido esta ahi durmiendo esperando que que alguie lo despierte para vover a destrozarnos la vida ,False,False,False,False,False
116,136936,Te escribo para hacerte un pregunta el problema que yo tengo es que soy muy impulsivo y muy ansioso con lo cual me es muy dificil reprimir el impulso de jugar y como consecuencia juego y como siempre se pierde ,False,False,True,False,False
117,56556,mismo problema que tenía hace un año y que esto va a acabar mal aunque ahora solo apueste un par de euros ,False,False,False,False,False
118,45804,Quisiera debatir el por qué jugamos o jugabamos compulsivamente la gente con problemas en el juego ,False,False,False,False,False
119,177660,cuando no se puede jugar quieres hacerlo y te sientes mal cuando lo haces y lo pierdes todo tambien te sientes fatal ,False,False,False,False,False
120,447743, Siguio jugando a pesar de saber que aumentarian los problemas que estaba teniendo con otras personas como los miembros de su familia los amigos o su trabajo ,False,False,False,False,False
