1,60726,Relevante
1,471353,Relevante
1,471359,No relevante
1,295240,Relevante
1,76105,Relevante
1,263498,No relevante
1,176461,No relevante
1,103758,Relevante
1,66894,Relevante
1,64854,"Relevante
Explicación: El texto sugiere que el escritor está constantemente pensando en el juego, lo que implica que tiene un problema con el juego"
1,221527,"No relevante
Explicación: Es solo un consejo"
1,475479,No relevante
1,54618,"No relevante
Explicación: No se refiere a un estado individual, es solo un consejo"
1,34138,No relevante
1,321889,Relevante
1,91492,No relevante
1,22887,No relevante
1,34154,"No relevante 
Explicación: Ha pasado mucho tiempo desde que tenía pensamientos relacionados con el juego y no tiene pensamientos recurrentes"
1,221547,Relevante
1,91500,No relevante
1,22892,No relevante
1,88430,Relevante
1,61815,No relevante
1,490872,Relevante
1,87417,Relevante
1,146807,No relevante
1,243067,Relevante
1,471419,No relevante
1,471421,"No relevante
Explicación: Es solo un consejo"
1,104823,No relevante
1,471423,Relevante
1,471426,"No relevante
Explicación: Solo le dan un consejo"
1,34179,No relevante
1,25989,Relevante
1,220551,Relevante
1,387464,Relevante
1,470418,No relevante
1,480659,Relevante
1,345490,No relevante
1,470422,Relevante
1,61848,Relevante
1,318874,No relevante
1,403866,Relevante
1,76191,Relevante
1,78249,Relevante
1,29104,No relevante
1,128434, No relevante
1,44467,No relevante
1,366002,No relevante
1,342454,"No relevante
Explicación: No habla sobre un individuo que esté pensando en juegos de azar, es un consejo sobre cómo tratar con alguien que se está poniendo cada vez más agresivo"
1,230840,No relevante
1,478651,"No relevante
Explicación: No se refiere a pasar mucho tiempo pensando en el juego"
1,118205,Relevante
1,173504,No relevante
1,230860,Relevante
1,61901,Relevante
1,352721,Relevante
1,302546,Relevante
1,480725, Relevante
1,91610,Relevante
1,332255,Relevante
1,453092,No relevante
1,52711,No relevante
1,369132,Relevante
1,214512,"No relevante
Explicación: No se refiere a un estado individual, es solo una afirmación"
1,52725,No relevante
1,260602,Relevante
1,108026,Relevante
1,142845,No relevante
1,214532,Relevante
1,101896,"No relevante 
Explicación: No se refiere a alguien que se encuentra a menudo pensando en el juego"
1,10760,Relevante
1,342540,No relevante
1,231948,Relevante
1,68110,Relevante
1,382487,No relevante
1,236056,Relevante
1,484890,No relevante
1,117279,"Relevante
Explicación: Describe a una persona que está pensando constantemente en el juego."
1,187941,Relevante
1,448038,No relevante
1,238122,Relevante
1,108079,Relevante
1,259633,No relevante
1,60987,Relevante
1,408125,No relevante
1,57918,No relevante
1,408128,No relevante
1,194114,"No relevante
Explicación: No muestra evidencia de que alguien sufra ese problema"
1,194118,Relevante
1,311881,Relevante
1,486985, No relevante
1,104013,"No relevante
Explicación: No se refiere al pensamiento persistente sobre el juego."
1,364113,Relevante
1,125528,No relevante
1,110174,Relevante
1,453224,No relevante
1,61035,Relevante
1,262764,Relevante
1,74349,"Relevante
Explicación: Muestra evidencia de que pensamientos sobre el juego persisten en la mente"
1,352877,"No relevante
Explicación: No dice nada sobre el juego"
1,416370,"No relevante 
Explicación: Es solo una oración motivadora"
1,7796,No relevante
1,252536,Relevante
1,148090,Relevante
1,288379,Relevante
1,291450,No relevante
1,403069,Relevante
1,244350,No relevante
1,480892,Relevante
1,116350,No relevante
1,199298,Relevante
1,361092,No relevante
1,492166,No relevante
1,265862,Relevante
1,321161,Relevante
1,5769,No relevante
1,471692,No relevante
1,368269,No relevante
1,474769,No relevante
1,61074,Relevante
1,3731,Relevante
1,37531,Relevante
1,83611,No relevante
1,481949,No relevante
1,494248,Relevante
1,480936,No relevante
1,494249,No relevante
1,490154,No relevante
1,339628,Relevante
1,488120,Relevante
1,42682,Relevante
1,258748,No relevante
1,136894,Relevante
1,102078,Relevante
1,47814,No relevante
1,450248,No relevante
1,465609,No relevante
1,115401,No relevante
1,71373,No relevante
1,446158,"No relevante
Explicación: La oración no proporciona información sobre alguien que experimente ese problema, sino que hace una declaración general sobre las posibles motivaciones de los jugadores."
1,382671,No relevante
1,328401,Relevante
1,71381,Relevante
1,246486,Relevante
1,272091,Relevante
1,120541,No relevante
1,389853,No relevante
1,412383,Relevante
1,94944,No relevante
1,144097,No relevante
1,380641, Relevante
1,278243,Relevante
1,265954,Relevante
1,256742,Relevante
1,40681,"No relevante 
Explicación: No se refiere a alguien que piense a menudo en juego

Pregunta: ¿Se ha encontrado a menudo pensando en el juego (por ejemplo, reviviendo experiencias de juego pasadas, planeando la próxima vez que jugar o pensando en formas de conseguir dinero para jugar)?
Oración: Pensar en todas y cada una de las posibles maneras de ganar en un casino y en cómo conseguir el dinero para ir a jugar
Etiqueta: Relevante 
Explicación: Hay evidencia de que alguien está pensando a menudo en el juego

Pregunta: ¿Se ha encontrado a menudo pensando en el juego (por ejemplo, reviviendo experiencias de juego pasadas, planeando la próxima vez que jugar o pensando en formas de conseguir dinero para jugar)?
Oración: Mi marido me dijo que he estado muy pendiente del juego últimamente, pensando y hablando de ello todo el tiempo
Etiqueta: Relevante 
Explicación: Hay evidencia de que hay alguien que está pensando a menudo en el juego

Pregunta: ¿Se ha encontrado a menudo pensando en el juego (por ejemplo, reviviendo experiencias de juego pasadas, planeando la próxima vez que jugar o pensando en formas de conseguir dinero para jugar)?
Oración: No tengo ningún problema con el juego, no pienso en ello cada día
Etiqueta: No relevante 
Explicación: No hay nadie que piense a menudo en el juego"
1,407282,Relevante
1,294643,Relevante
1,233202,No relevante
1,294647,Relevante
1,185085,Relevante
1,337662,Relevante
1,144127,Relevante
1,101132,Relevante
1,48908,No relevante
1,390929,"No relevante
Explicación: No se refiere a pensar en el juego de forma obsesiva"
1,412434,No relevante
1,107293,Relevante
1,354087,Relevante
1,398123,Relevante
1,396084,Relevante
1,263991,"Relevante 
Explicación: Muestra que alguien está pensando mucho en jugar para tapar las mentiras o para jugar y recuperar el dinero"
1,19257,No relevante
1,175929,No relevante
1,77626,No relevante
1,412484,Relevante
1,60228,Relevante
1,71494,Relevante
1,217927,Relevante
1,197444,Relevante
1,58185,Relevante
1,71492,Relevante
1,113489,No relevante
1,446293,No relevante
1,294759,Relevante
1,382823,"No relevante
Explicación: No se refiere al problema de pensar en el juego"
1,35693,Relevante
1,376686,No relevante
1,146288,"Relevante
Explicación:"
1,391033,No relevante
1,294782,Relevante
1,40834,No relevante
1,492419,No relevante
1,63366,Relevante
1,58249,Relevante
1,129930,Relevante
1,366475,No relevante
1,3979,Relevante
1,416662,No relevante
1,233367,Relevante
1,58263,Relevante
1,319385,"No relevante
Explicación: La oración no es relevante para la pregunta porque habla de creencias y comportamientos relacionados con el juego, en lugar de un aumento en el pensamiento sobre el juego."
1,79770,No relevante
1,96156,Relevante
1,114588,Relevante
1,70561,Relevante
1,482210,No relevante
1,102310,No relevante
1,240551,Relevante
1,96168,No relevante
1,41906,No relevante
1,354227,"No relevante
Explicación: No se refiere a alguien con un problema"
1,120760,Relevante
1,110520,Relevante
1,142266,Relevante
1,418745,Relevante
1,422846,No relevante
1,64448,No relevante
1,99265,No relevante
1,436163,Relevante
1,488390,Relevante
1,102342,"No relevante 
Explicación: No se refiere a alguien que tiene problemas para pensar en juego"
1,432074,Relevante
1,145359,No relevante
1,145361,Relevante
1,41942,No relevante
1,130007,Relevante
1,482263,Relevante
1,130018,No relevante
1,337893,Relevante
1,83946,Relevante
1,180206,Relevante
1,145391,Relevante
1,403438,Relevante
1,155636,Relevante
1,110581,No relevante
1,387062,Relevante
2,359429,"No relevante
Explicación: No se refiere a alguien que necesita apostar cada vez más dinero para conseguir la cantidad de emoción que busca."
2,345095,Relevante
2,1035,"No relevante
Explicación: No trata de alguien que experimenta el problema mencionado en el criterio"
2,51211,No relevante
2,83983,"Relevante
Explicación: Muestra evidencia con el uso de las palabras ""lucha contra mi mismo"" de que el escritor tiene ese problema"
2,370705,"No relevante
Explicación: Proporciona consejos sobre cómo hablar con alguien sobre el juego, pero no contiene evidencia de que alguien haya necesitado apostar más dinero."
2,103448,Relevante
2,216090,"No relevante
Explicación: No se refiere a un estado individual, es solo una recomendación"
2,487455,Relevante
2,216095,Relevante
2,47138,Relevante
2,116775,"No relevante 
Explicación: No se refiere a un estado individual, es solo un consejo"
2,365611,"No relevante
Explicación: No se refiere a aumentar las apuestas o emociones."
2,490545,"**Pregunta: ¿Has necesitado apostar con más y más dinero para obtener el nivel de emoción que estabas buscando?**

**Oración:**

* **Relevante:** ""Últimamente, he notado que apuesto cada vez más dinero para intentar experimentar el mismo nivel de emoción que antes.""
* **Relevante:** ""No puedo dejar de aumentar mis apuestas. Siento que necesito gastar más y más para sentir algo."""
2,318519,No relevante
2,321594,Relevante
2,200764,Relevante
2,260162,Relevante
2,35909,No relevante
2,231496,No relevante
2,489547,"Relevante
Explicación: Muestra evidencia de un aumento en las apuestas para experimentar una emoción más alta."
2,120909,Relevante
2,336973,"Relevante
Explicación: El orador cree que el juego es impulsado por el deseo de mejorar la autoestima"
2,110669,No relevante
2,215118,No relevante
2,122961,Relevante
2,165970,"No relevante
Explicación: No está respondiendo a la pregunta, habla de otras personas que logran sus objetivos"
2,270423,No relevante
2,90200,"No relevante
Explicación: No se refiere al criterio de juego patológico proporcionado"
2,54366,"No relevante
Explicación: No se refiere a un estado individual"
2,463968,Relevante
2,28775,Relevante
2,486509,Relevante
2,330862,Relevante
2,119920,No relevante
2,325745,"No relevante
Explicación: No habla de cantidades crecientes de dinero"
2,113778,"No relevante
Explicación: No se refiere a una persona que necesita apostar cada vez más dinero"
2,61562,Relevante
2,113787,No relevante
2,314496,No relevante
2,464001,"No relevante
Explicación: Dice que apuesta cantidades pequeñas"
2,494723,"No relevante
Explicación: No se refiere a un estado individual, es una explicación general"
2,36998,Relevante
2,78984,"Relevante
Explicación: Presenta el problema de una persona que apuesta cada vez más dinero."
2,104585,Relevante
2,367753,"No relevante
Explicación: No se refiere al monto de dinero apostado, sino a la motivación para apostar."
2,126091,Relevante
2,121996,No relevante
2,165002,No relevante
2,237704,Relevante
2,259219,Relevante
2,472212,No relevante
2,6298,Relevante
2,34973,"No relevante
Explicación: No se refiere a apostar cada vez más para obtener la emoción"
2,41118,"No relevante
Explicación: Se refiere a consejos, no a un ejemplo específico de alguien experimentando el problema."
2,383133,"No relevante 
Explicación: No se refiere al juego patológico"
2,463005,"Relevante
Explicación: Alguien habla de su lucha con el juego y dice que necesita ""apostar cada vez más dinero para conseguir la cantidad de emoción"" que busca y que ha estado sin jugar durante 3 meses."
2,208042,Relevante
2,490671,"Relevante
Explicación: Una persona en un hilo de foro comparte que ha ido aumentando la cantidad de dinero que lleva al casino y que está en deuda."
2,270515," No relevante
Explicación: No se refiere a gastar cada vez más dinero"
2,7349,"No relevante
Explicación: No proporciona evidencia sobre alguien que experimente este problema"
2,170173,"No relevante
Explicación: No se refiere al juego patológico"
2,215231,Relevante
2,262335,Relevante
2,378051,"No relevante
Explicación: No se refiere a un ejemplo individual"
2,136388,No relevante
2,439498,No relevante
2,202960,Relevante
2,264400,"No relevante
Explicación: Es solo un consejo general"
2,471248,No relevante
2,7379," No relevante
Explicación: Simplemente no es relevante."
2,152787,Relevante
2,336095,Relevante
2,219364,Relevante
2,330981,"No relevante 
Explicación: Sólo un consejo"
2,362728,Relevante
2,218347,"No relevante
Explicación: No es específico sobre el juego y no está claro si requiere más dinero"
2,264431,**No relevante**
2,338164,"No relevante
Explicación: No necesariamente se refiere a apostar cada vez más"
2,447734,Relevante
2,5368,"No relevante
Explicación: No se refiere a apostar cada vez más"
2,121085,No relevante
2,21772,No relevante
2,471310,Relevante
2,471313,Relevante
2,63764,Relevante
2,164116,"No relevante
Explicación: No hay evidencia de que la persona haya necesitado apostar cada vez más dinero para obtener el mismo nivel de emoción."
2,131354,"No relevante 
Explicación: No muestra a las personas que apuestan más para obtener el mismo nivel de emoción"
2,96539,"Relevante 
Explicación: No se indica si ha aumentado o no la cantidad de dinero con el tiempo, pero muestra que ha jugado a menudo y esto es indicativo de un problema"
2,36125,Relevante
2,125213,Relevante
