,doc_id,text,manu.couto1k_rels,manu.couto1k_posi,marcosfp_rels,marcosfp_posi,ezra_rels,ezra_posi,consensus,majority,consesus_doub,majority_doub,posible_consensus_1,posible_consensus_2,,¿Se ha vuelto inquieto o irritable al intentar reducir o dejar de jugar?
10,226447,quiero dejar de jugar quiero dejar de jugar quiero dejar de jugar quiero dejar de jujar quiero dejar de jugar quiero dejar de jugar quiero dejar de jugar quiero dejar de jugar quiero dejar de jugar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
11,71824,logicamente se que me hace daño y no debo jugar simplemente por que no tengo control sobre el juego lo que quiero decir con esto es que la unica forma de dejar de jugar es sencillamente esa dejar de jugar asi que nuevamente voy a poner un poco de fuerza de voluntad para no jugar en los proximos 3 dias y se que a partir de ahi las ansias van disminuyendo al punto de casi ni existir,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
12,221071,MUCHOS INTENTAMOS DEJAR DE JUGAR EMPLEANDO SOLO LA FUERZA DE VOLUNTAD Y RESULTO SER SOLO UNA SOLUCION TEMPORAL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
13,405391,Se siente inquieto malhumorado deprimido o irritable cuando el ordenador va lento o no puede acceder a Internet,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
14,471316,El dejar de jugar o reducir cuánto usted jugaba le ha hecho sentir inquieto o irritable durante los últimos 12 meses,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
15,480661,Intentos repetidos e infructuosos por jugar menos o dejar de jugar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
16,480662,Inquietud o irritabilidad cuando itenta jugar menos o dejar de jugar,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
17,301465,Hoy he prometido ante algunos de vosotros que voy a dejar de jugar otras veces lo he conseguido pero he vuelto pero esta vez prometo que será la última antes de que pierda las cosas que mas quiero en esta vida mi novia y mi familia puesto que cuando juego y pierdo se me pone mal caracter y ni siquiera me apetece hablar por telefono cuando estoy jugando,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
18,148889,Estimado joven o maduro EL PROFE dices que has conocido gente que despues de mucho tiempo a vuelto a jugar con eso deduzco que no es tu caso tu no tienes problemas de verdad con el juego en el caso de que si o en el caso de que no te pediria que dejaras al cada cual con sus sueños yo soy unos de los que piensan que se puede salir de hecho lo estoy intentando si algunos creeis porque no eres tu sol...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
19,447775,Hoy hace 5 días que decidí dejar de jugar 5 días de poder mirar a mi mujer a los ojos sin remordimientos 5 días de no estar inquieto 5 días sin prisas por salir corriendo a jugar 5 días en los que he vuelto a descubrir que para tomar un café no hacen falta 3 horas 5 días sin oler a tabaco y fritura 5 días sin los dedos negros por las monedas 5 días de felicidad,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
20,275873,solo una pregunta como te sientes despoes de jugar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
21,117794,AQUI REPRODUZCO ALGUNOS DE MIS PRIMEROS POST no me cabe la menor duda que lo importante es dejar de jugar ahora bien yo me pregunto si llevo toda una vida perdida y desde hace 8 o 10 años he tomado conciencia de que estaba enfermo y he luchado para no jugar y habiendolo conseguido en mas de una ocasion lo cual hacia que me sintiera feliz como se explica que vuelva atras una y otra vez,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
22,54314,Igual debes de dejar de jugar por tí aunque a ellos les hagas un favor ellos te quieren como eras no te tienen que sufrir así que lo primero es por volver a ser uno mismo,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
23,168235,Ando un poco deprimido pero creo que no es solo por haber dejado de jugar sino un poco por todo,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
24,54956,Si ha vuelto a jugar habiéndose propuesto que lo dejaría No se avergüence porque es normal que le ocurra usted es responsable de jugar o no jugar al iniciarse en el juego pero no se culpabilice de la enfermedad determinados juegos tienen un potencial adictivo del que las autoridades y la prensa poco han informado,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
25,116350,Y estoy pensando Que ningun juego de AZAR que intervenga dinero sea bueno o saludable ya se juegueCONTROLADA o INCONTROLADAMENTE Entendiendo esta Base como cierta no debemos tener ganas irresistibles de jugar YA QUE jugando controlada o incontroladamente estamos interviniendo en un juego de Azar con dinero que no se que parte saludable puede tener solo nuestra ansia nuestra ambicion de ganar dine...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
26,60464,En mis primeros meses de no jugar me alejé de cualquier tipo de estímulo que pudiera alterar mi estado,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
27,412210,intentemos pasar a decir aunque sea hola,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
28,48179,Si ha vuelto a jugar habiéndose propuesto que lo dejaría No se avergüence porque es normal que le ocurra usted es responsable de jugar o no jugar al iniciarse en el juego pero no se culpabilice de la enfermedad determinados juegos tienen un potencial adictivo del que las autoridades y la prensa poco han informado,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
29,324661,Vuelvo al foro para volver a RETOMAR FUERZAS e intentar dejar de jugar porque SOY CONSCIENTE DE QUE EN VEZ DE PERDER MI TIEMPO Y DINERO PUEDO HACER ALGO MAS PRODUCTIVO Ojo que con lo graduada que estoy en el juego tambien hay dias que aprovecho el casino para conversar con gente que veo desesperada PARA hablarles de la ludopatia y que demas esta que metan y metan dinero esperanzados en querer recu...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
30,261814,administrator tengo prohibido por mi mismo volver a jugar dejar de jugar es una decision que aunque atañe en mucho a mi familia es por mi mismo tomada y no quiero jugar en lo que me queda de mi vida en todo lo que comentas tienes razon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
31,225336,hacer caso ir a un especialista especializado o a una asociacion y dejar de justificar la adiccion de vuestro padre le estais haciendo un flaco favor lo que es es y de momento no preguntes porque solucionalo,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
32,77626,Si alguna vez decides y deciís dejar de jugar en vez de pensar así pensar en el día que empezasteis a dejar de jugar y los beneficios obtenidos y no tanto pensar Si merece la pena y siempre será que sí Antes de jugar ya sabéis y sabemos la teoría la estafa el negocio y el resultado Más que mirar eso mirar más bien el porqué habéis decidido dejar de jugar La gran mayoría que escribimos lo hacemos c...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
33,118205,mirad yo lo paso mal de vez en cuando cuando me entra la ansiedad y ganas de jugar pero recuerdo que si juego despues viene el periodo depresivo y asqueo que es mucho peor que la ansiedad por jugar asi que consigo superar la tentacion pero realmente me es dificil de este modo he logrado llevar 5 0 6 años sin jugar pero no curado sigo pasandolo mal de vez en cuando en el tiempo que estuve en el for...,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,
34,151618,Si no entiedo mal cuando uno deja de jugar tiene estos sintomas físicos Temblores nauseas diarreas etc NO ESTOY DE ACUERDO YO NO HE TENIDO NINGUN SINTOMA DE ESOS NINGUNO Y si no he entedido mal cuando uno deja de jugar se le altera el humor el animo esta nervioso etc Tampoco estoy de acuerdo con ninguno Espero que los que dejeis de jugar no creais que os van a pasar estas cosas,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,
35,18627,Intento decirme que pasó a paso,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
36,53448,No aguantar una semana entre sudores y ansiedad para demostrarnos que somos capaces de no jugar porque eso no es dejar de jugar,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
37,328648,Se que no debo ir y estoy tratando de estar ocupada para no hacerlo pero quisiera saber si es normal esto que me pasa porque hasta hoy no habia sentido las ganas de ir a jugar,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
38,154704,o para que se entienda de una forma muy rapida y facil yo llevo ahora 216 dias sin jugar y este findesemana tuve ganas de jugar pero que paso pues que no pude acceder al dinero ya que estoy tomando las medidas preventivas y asi no jugue y sigo sumando dias para estos casos estan las medidas preventivas y me alegro en esos momentos de hacerlas ya que el mayor tiempo no tengo la sensacion de jugar y...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
39,300881,Hector aquí no intentes tragiversar mis palabras supongo que te refieres a tergiversar no,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
40,125521,No intentes recuperar esa plata ya es demasiada intentar recuperarla seria volver el infierno mas grande,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
41,134100,HOLA Decis que quereis dejar de jugar como todo el mundo pero ne deceis que hareis o que haceis para dejar de jugar es primordial convertir los deseos en hechos si no los deseos se quedaran en simples deseos explicar que os han parecido las medidas preventivas y si las vais a aplicar o no o que metodo ultilizareis para dejar de jugar desahogarse aqui y explicar vuestras azañas aqui solo no os saca...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
42,5973,La ludopatía consiste en una alteración progresiva del comportamiento por la que un individuo siente una incontrolable necesidad de jugar ignorando cualquier consecuencia negativa,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
43,31830,Si ha vuelto a jugar habiéndose propuesto que lo dejaría No se avergüence porque es normal que le ocurra usted es responsable de jugar o no jugar al iniciarse en el juego pero no se culpabilice de la enfermedad determinados juegos tienen un potencial adictivo del que las autoridades y la prensa poco han informado,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
44,240214,Creo que todos hemos intentado dejar de jugar algunos con mas exitos que otros pero siempre hemos vuelto a jugar siempre con la misma permisa a ver si saco el premio y pago a este o aquel otro que le debo,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
45,480726,Intentos repetidos e infructuosos por jugar menos o dejar de jugar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
46,131545,y te entiendo perfectamente la fase de resistirse a dejar de jugar es muy asquerosa y te torturas la mente aun mas,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
47,226917,Sencillamente porque necesitaba jugar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
48,294759,es que no puedo jugar joder no puedo jugar yo no puedo jugar yo no puedo jugar no pudo jugar hostias no puedo jugar por que siempre me pasa igual joder yo no puedo jugar yo no puedo jugar yo no puedo jugar por que no podre jugar como una persona normal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
49,199658,Los interesados en dejar de jugar debéis empezar por el hilo de las medidas preventivas y buscar apoyo en los profesionales que encontraréis en las asociaciones y que deben empezar por hacer un buen diagnóstico,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
50,495215,yo a esos les animo a que sigan escribiendo aunque hayan vuelto a jugar lo que a uno le ha pasado ya no tiene solución yo no lo tomo como lamento lo tomo como algo que le ha pasado a mi o a cualquiera a Jose Mª sin ir mas lejos pero si ha pasado se cuenta y punto y se busca como tu dices los fallos las mejores medidas para lograrlo y por eso hay que poner a trabajar como tu bien dices los mecanism...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
51,56176,Quiere dejar de jugar o quiere jugar menos con control,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
52,416370,puedo dejarlo puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar puedo y quiero dejar de jugar puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar me veo sin jugar y me siento orgulloso de mi miismo puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar y estare m...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
53,294643,es que no puedo jugar joder no puedo jugar yo no puedo jugar yo no puedo jugar no pudo jugar hostias no puedo jugar por que siempre me pasa igual joder yo no puedo jugar yo no puedo jugar yo no puedo jugar por que no podre jugar como una persona normal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
54,496116,Y yo a esos les animo a que sigan escribiendo aunque hayan vuelto a jugar lo que a uno le ha pasado ya no tiene solución yo no lo tomo como lamento lo tomo como algo que le ha pasado a mi o a cualquiera a Jose Mª sin ir mas lejos pero si ha pasado se cuenta y punto y se busca como tu dices los fallos las mejores medidas para lograrlo y por eso hay que poner a trabajar como tu bien dices los mecani...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
55,471412,Las ansias por jugar son normales para una persona que está reduciendo la frecuencia con que juega,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,
56,172022,Alteración progresiva del comportamiento por la que un individuo siente una incontrolable necesidad de jugar menospreciando cualquier consecuencia negativa,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
57,294647,es que no puedo jugar joder no puedo jugar yo no puedo jugar yo no puedo jugar no pudo jugar hostias no puedo jugar por que siempre me pasa igual joder yo no puedo jugar yo no puedo jugar yo no puedo jugar por que no podre jugar como una persona normal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
58,154738,pues al estar primero tan depresivo ese dia no te importa tanto si jugar o no entonces se te pasa el juego por la cabeza y la sensacion de que el jugar me va a animar eso me deriva a imaginarme que juego se me pasaba por la cabeza aquella combinacion ganadora o el premio gordo o la emocion de jugar en el juego superior en la tragaperras y contra mas pienso mas terreno y mas fuerza cobra el deseo d...,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
59,60666,que te sea imposible jugar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
60,447739,Ha intentado dejar de jugar o jugar menos dinero y tiempo,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
61,187132,lo que si intento desde que dejer de jugar es ser honesto conmigo mismo y con los demas y no hacer daño a nadie ni directa ni indirectamente,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
62,294782,es que no puedo jugar joder no puedo jugar yo no puedo jugar yo no puedo jugar no pudo jugar hostias no puedo jugar por que siempre me pasa igual joder yo no puedo jugar yo no puedo jugar yo no puedo jugar por que no podre jugar como una persona normal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
