,doc_id,text,manu.couto1k_rels,manu.couto1k_posi,marcosfp_rels,marcosfp_posi,ezra_rels,ezra_posi,consensus,majority,consesus_doub,majority_doub,posible_consensus_1,posible_consensus_2,,"¿Has jugado para escapar de los problemas o cuando te sientes se siente deprimido, ansioso o mal"
31,11569,Si tengo o no problemas de desconfianza con mi señora es problema mío,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
32,88626,Y si pienso en jugar para evadirme de mis problemas y no importarme mucho el perder el dinero que tenga disponible pues vale te evadiras de tus problemas en ese momento pero al finalizar la sesion esos problemas seguiran ahi y tal vez mayores por perder tu dinero y por verte mas depresivo de como te sientes,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
33,245429,Después de jugar viene la segunda parte y es que nos mientes constantemente nos metes unosrollos que ni tu mismo cuando nos los estás contando te lo puedes creer El dinero no está para malgastarlo en el juego pues lo único que se hace es enriquecer a otros y arruinar familias y no sólo economicamente ya que para un Adicto al juego una máquina es más importante que su familia y que él mismo,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
34,433463,Se como te sientes yo dure jugando 6 años y tambien debo muchisimo dinero en el banco saque creditos en mis tarjetas igual preste platas a intereses exagerados y todo esto se convirtio en un caos total en mi vida ademas yo conte mi problema hace un año y lo que hice fue pagar las deudas y no mas por tanto recai nuevamente hace 6 meses y el hueco fue peor no dormia no comia de la angustia en que me...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
35,416824,Saludos mac yo creo que a la mayoría nos pasa yo he tenido altibajos me han dado tremendas ganas de jugar y me he sentido deprimido lo importante es superar estos malos ratos y no recaer hasta luego,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
36,441661,Ten en cuenta que la mayoria de la gente piensa así tienes un problema con el juego pues no juegues estas deprimido pues animate,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
37,118205,mirad yo lo paso mal de vez en cuando cuando me entra la ansiedad y ganas de jugar pero recuerdo que si juego despues viene el periodo depresivo y asqueo que es mucho peor que la ansiedad por jugar asi que consigo superar la tentacion pero realmente me es dificil de este modo he logrado llevar 5 0 6 años sin jugar pero no curado sigo pasandolo mal de vez en cuando en el tiempo que estuve en el for...,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
38,121917,comprar licencias de conducir de Australia comprar licencias de conducir canadiense comprar franceses Francia las licencias de conducir comprar holandés Holanda Holanda de permiso de conducción comprar alemanes Alemania los permisos de conducción comprar UK Reino Unido los permisos de conducción comprar pasaportes diplomáticos comprar pasaportes de camuflaje comprar Duplicados de pasaporte falso E...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
39,48830,O si no está convencido,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
40,231745,Después de jugar viene la segunda parte y es que nos mientes constantemente nos metes unosrollos que ni tu mismo cuando nos los estás contando te lo puedes creer El dinero no está para malgastarlo en el juego pues lo único que se hace es enriquecer a otros y arruinar familias y no sólo economicamente ya que para un Adicto al juego una máquina es más importante que su familia y que él mismo,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
41,260162,Es decir creo que no fui a jugar porque simplemente No tengo dinero,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
42,471235,Se ha sentido deprimido o suicida debido a sus pérdidas en el juego,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
43,30273,Sigues jugando porque no lo quieres dejar Un psicólogo te puede decir muchas cosas de tu comportamiento que tú desconoces y unas pautas que no sigues para ir de putas y jugar tú si estás violando mujeres o te piensas que te vana a decir que están por gusto la vida fácil es estarse acostando con todo tipo de asqueroros,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
44,151618,Si no entiedo mal cuando uno deja de jugar tiene estos sintomas físicos Temblores nauseas diarreas etc NO ESTOY DE ACUERDO YO NO HE TENIDO NINGUN SINTOMA DE ESOS NINGUNO Y si no he entedido mal cuando uno deja de jugar se le altera el humor el animo esta nervioso etc Tampoco estoy de acuerdo con ninguno Espero que los que dejeis de jugar no creais que os van a pasar estas cosas,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
45,158278,1 No culpar a los demás de lo que te pasa o sientes,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
46,233543,He de acabar con mis problemas si o si,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
47,389570,eso si se puede llegar a asimilar pero el no poder ganar es algo que siempre nos deja con dudas siempre hacemos cabalas de si una vez conseguido un premio podremos retirarnos es mas en mas de una ocasion lo logramos mas de una vez nos bamos ganando pero continuamos al dia siguiente hasta perderlo todo pero lo peor es el dominio que ejerce el juego sobre nuestras desiciones cuantas cosas dejamos de...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
48,301257,Se siente ansioso nervioso deprimido o aburrido cuando no está conectado a Internet,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
49,32203,No te puedo explicar porque cuando te fuiste a tu país dejaste de jugar pero si te puedo explicar porque cuando estabas aquí jugabas y porque cuando has vuelto sigues en las mismas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
50,54094,Cuando no tienes de donde gastar o cuando te pillan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
51,306131,Es decir nos jugamos todo lo jugable sin sopesar las consecuencias que puede acarrearnos,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
52,70355,Sigues jugando y si no pones todos los medios habidos y por haber volverás a jugar más adelante en cuanto se pase tu escaldamiento,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
53,225621,Si has leido los casos del foro verás que la cosa es bastante seria y que tomar esto a broma termina ocasionando unos terribles problemas economicos familiares profesionales y de salud,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
54,130174,josegomezno ME IDENTIFICO CON LA ANGUSTIA QUE SIENTES EN ESTE MOMENTO YA QUE YO AL IGUAL QUE TU LLEVO ESE MISMO TIEMPO SIN JUGAR GRACIAS A DIOS A PESAR QUE DESDE LOS 15 AñOS NO HABIA PARADO DE SUFRIR DESDE QUE CONOCI ESA MALDICION PERO AHORA Y HASTA AHORA HE PODIDO CONTROLARME YA QUE ME DEDIQUE A IDENTIFICAR EL PORQUE DE MIS IMPULSOS POR EL JUEGO Y EN ESTE TIEMPO HE APRENDIDO A CONOCERME YO MISMO ...,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
55,54109,Cuando no tienes de donde gastar o cuando te pillan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
56,434143,Sigo cada día experimentando sensaciones incómodas momentos de culpa leves depresiones sueño de poca calidad pero en general después de dos semanas aunque no quiero contar que han sido largas muy largas he ido trabajando en cosas internas y personales en cosas que duelen pero que tengo que asumir porque son las causas profundas por las cuales me quiero escapar con el juego mire qué vaina huir del ...,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
57,287839,No se si a vosotros os pasara lo mismo pero debido a mis problemas en la vida me ha acercado a la sicologia de forma no profesional claro esta y desde hace un tiempo me he dado cuenta de una cosa que os quiero comentar el que sientes cuando juegas yo al principio pensaba que jugaba para ganar pero viendo mis reacciones ultimamente y las de otros jugadores ha llegado a pensar en que cuando llevamos...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
58,380641,Si el juego en vez de ser acto lúdico social pasa a dominar a la persona apoderándose de su mente siempre pensando en el juego o sea la obsesión de seguir jugando y a su vez aparece la compulsión o sea no deja de jugar hasta agotar la última moneda entonces el juego se convierte en una adicción de la cual sólo puede salir si él lo desea,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
59,91492,Generalmente uno acude al juego como manera de escapar a algunas situaciones o momentos en los que uno se siente triste estresado aburrido ansioso empieza a ver la vida de otra manera distinta,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
60,145380,Has jugado alguna vez por escaparte de una preocupación o problema,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,
61,332517,Yo cada dia te voy a preguntar si has jugado o no y tu me dices si si o si no ahora si es que si me dices que si y si es que no pues que no y porque has jugado y cuanto has ganado o perdido en funcion de tus respuestas si eres capaz de decir la verdad yo te demostrare que no te va a interesar jugar nunca solo vale si me dices la verdad si me dices que no has jugado y luego cuando hay que pagar las...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
62,294759,es que no puedo jugar joder no puedo jugar yo no puedo jugar yo no puedo jugar no pudo jugar hostias no puedo jugar por que siempre me pasa igual joder yo no puedo jugar yo no puedo jugar yo no puedo jugar por que no podre jugar como una persona normal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
63,56556,mismo problema que tenía hace un año y que esto va a acabar mal aunque ahora solo apueste un par de euros,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
64,91500,Generalmente uno acude al juego como manera de escapar a algunas situaciones o momentos en los que uno se siente triste estresado aburrido ansioso empieza a ver la vida de otra manera distinta,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,
65,117100,no puedo decir que no tengo ganas de jugar porque si que las tengo espero que con el tiempo esta sensacion de querer jugar se vaya quitando no es facil pero si se puede,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
66,91759,Afortunadamente si la hay tú eres consciente de tu situación sabes que estás huyendo hacia adelante tomando un camino que no conduce a ninguna parte sino a más angustia y desesperación,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
67,147314,jugon tu mismo lo has dicho no puedes parar tienes un problema de ludopatia la pregunta seria kieres parar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
68,416370,puedo dejarlo puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar puedo y quiero dejar de jugar puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar me veo sin jugar y me siento orgulloso de mi miismo puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar y estare m...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
69,294782,es que no puedo jugar joder no puedo jugar yo no puedo jugar yo no puedo jugar no pudo jugar hostias no puedo jugar por que siempre me pasa igual joder yo no puedo jugar yo no puedo jugar yo no puedo jugar por que no podre jugar como una persona normal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
70,222329,NO TE SIENTAS AVERGONZADA POR PENSAR MAL Y SI ES NORMAL QUE DESCONFIES YA QUE LLEVAIS POCO TIEMPO EN ESTO PERO TE DIRE QUE CUIDADO QUE NOS ES BUENO CON TAN POCO TIEMPO EXPONERLO A ESTAS COSAS AHORA LO HA HECHO BIEN PERO Y LA PROXIMA VEZ QUE PUEDE OCURRIR SI TE DIGO ESTO ES POR QUE NOSOTROS LOS JUGADORES JUGAMOS EN UN TERRENO EL CUAL CUANDO MAS CONFIADA ESTAS SE NOS VA LAS NEURONAS Y VOLVEMOS A LOS...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
71,175612,Ahora mismo peso unos 12 kgs menos que la última vez que nos vimos Puedes decir tú lo mismo,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
72,186494,Tu no quieres parar de jugar tu solo deseas que pase el tiempo y duela menos y vuelvas a tener dinero disponible para jugar y por ahora solo quieres desahogarte,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
73,447743,Siguio jugando a pesar de saber que aumentarian los problemas que estaba teniendo con otras personas como los miembros de su familia los amigos o su trabajo,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
