,doc_id,text,manu.couto1k_rels,manu.couto1k_posi,marcosfp_rels,marcosfp_posi,ezra_rels,ezra_posi,consensus,majority,consesus_doub,majority_doub,posible_consensus_1,posible_consensus_2,,"¿Se ha encontrado a menudo pensando en el juego (por ejemplo, reviviendo experiencias de juego"
12,107293,No quiero dinero para seguir jugando ace cuatro años que no juego ni bebo necesito dinero para comer el juego me dejo en la miseria y llevo mucho tiempo en paro sin levantar cabeza preferí pagar las deudas y me quede sin nada y sin nada sigo como de lo que encuentro en contenedores o me da la carida de la gente lo unico questoi tranquilo porque no le debo masque el alma a Dios,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
13,104823,entenderte te entiendo ahora bien hay que irse encaminando a vivir sin pensar en el juego si nos tiramos demasiado tiempo con la tactica de utilizar la concienciacion de que el juego es muy malo y por eso no jugamos corremos el riesgo de algun dia jugar a pesar de lo malo que es el juego por eso te digo que has de ir encaminandote en el convencimiento de que no nesecitas jugar osea no jugar porque...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
14,480892,Quedamos en una evolucion del pensamiento quedamos en que reconozco que al principio PODIA PENSAR que jugaba por dinero pero que hoy me he dado cuenta que ese dinero por el que jugaba era para seguir jugando o en definitiva que jugaba porque me gustaba jugar y si la maquina no me daba el premio para poder seguir jugando pedia un prestamo o robaba o me buscaba la vida para poder hacerlo para poder ...,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
15,76191,Que si bolsa de valores que si apuestas que si no juego pero realmente si juego pero hago creer a la gente que no juego que si juego pero lo tengo controlado pero cuando no juego no puedo dejar de pensar en jugar que si debo tanto o tanto más que si tengo créditos por culpa del juego pero pido más para seguir jugando que no tengo dinero para jugar pero lo robo para seguir jugando,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
16,398498,por qué has seguido jugando,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
17,362659,Piensa en lo mucho que te ha quitado el juego en tu vida piensa la de veces que te has privado de cosas por jugar piensa si realmente merece la pena mentir engañar o estafar para financiar el juego piensa en esto cuando tengas ganas de jugar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
18,283939,Como poder trabajar pensando en que todo el dinero que gane trabajando en los proximos meses sera solo para pagar intereses de deudas de juego y lo que gane en los proximos años sera para pagar el total de las deudas,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
19,403069,Por mi parte dentro de mi experiencia personal tampoco sustituí los problemas por el juego pienso que he sido compulsivo toda la vida pues hasta cuando era niño y jugaba a las canicas o con el aro y ya ha llovido desde entonces me comportaba así no acababa hasta ganar y si perdía quería la revancha mi primer premio con los juego de azar lo conseguí con la primera moneda dinero fácil seguí jugando...,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
20,21797,En fin yo creo que insinual que una vez se ha dejado de jugar y que ya no nos atrae el juego no hay peligro Incluso diciendo que si un día perdido se juega un poco y no se juega hasta quedarse sin un euro eso es que se está curado Pero lógicamente es mi criterio En cuanto a poder confundir yo me imagino aquel que lleva tiempo sin jugar pero aún se pregunta si ya habrá superado la ludopatía y si ya...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
21,354087,Pero hoy mi novio me ha dicho lo que yo hace varios meses temía que pasara me ha dicho que se ha gastado bastante dinero en las máquinas y que quiere ayuda Hace pocos meses que estoy con él pero sé que es mi media naranja y no lo voy a dejar escapar porque tenga un problema o una enfermedad Por eso estoy escribiendo aqui porque necesito ayuda hoy el ha reconocido que la necesita y quiero hacer tod...,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
22,18728,No pensaba levantar la autoexclusion pensaba copiarle la idea de quitarla para inmediatamente volverla a pedir,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
23,480936,Se trata de que cuándo tengas ganas de jugar PORQUE ESTÁS ENFERMO Y LAS TENDRÁS no puedas hacerlo porque no llevas dinero y tengas tiempo de pensar y reflexionar y quizá así te sea más fácil el responder a tús porqués,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
24,494248,Preocupación por el juego por ejemplo idear formas de conseguir dinero para jugar,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
25,41001,Depende de cada persona y creo que no es exactamente dejar de pensar en el juego sino más bien dejar de pensar en el juego con la idea de jugar ya que personas rehabilitadas que he tenido el gusto de conocer que llevan más de 30 años sin jugar hay veces que piensan en el juego pero de una manera totalmente distinta a la que pensaban cuando eran jugadores,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
26,61610,Sigo pensando en el juego pensando en apostar sobretodo cuando tengo malos dias,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
27,301230,Se encuentra alguna vez pensando en lo que va a hacer la próxima vez que se conecte a Internet,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
28,259633,Enhorabuena Ang67 sigue asi hay que coger el toro por los cuernos yo pienso que solo dejamos de jugar cuando ya nos desengañamos de la fantasia y no pensamos mas en el juego lo digo por experiencia,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
29,279861,SIN ENTRAR EN NINGUNA CONTROVERSIA YO LO VEO DE OTRA FORMA BAJO MI EXPERIENCIA CON EL JUEGO A VER YO COMO JUGADOR COMPULSIVO CUANDO JUGABA EL AFAN QUE SE CREA ES CONTROLAR EL JUEGO ESO ES LA GRAN OBSESION DE CADA JUGADOR PERO ESO ES IMPOSIBLE AL FINAL PASAS DE CONTROLAR AL DESCONTROL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
30,342454,Tendrás que conseguir que dejen de estar enfadados tus hermanos y esperar a la próxima oportunidad que pidan dinero para decir el sí os queremos pero no podemos seguir financiando el juego y no os ayudamos para que sigáis jugando y os hundáis y nos estaféis venid aquí id allí haced esto y lo otro,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
31,263991,Dos que esté jugando desde hace algun tiempo y que su pareja no tenga noticia de ello por que haya podido mantener escondidas la deudas y que el jueves llegará a un punto en el que se podia descubrir todo el pastel e intentara a traves de vosotras conseguir el dinero para tapar las mentiras o para jugar y recuperar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
32,19257,decidido irremediablemente a poner punto y final le entregué la tarjeta a mi hija no me la des aunque te la pida si necesito dinero vienes tú conmigo lo sacamos y te la llevas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
33,260156,Hace tiempo que teniendo dinero no pensaba en el juego,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,
34,197444,LA ANSIEDAD POR JUGAR SE VA PASANDO CON EL TIEMPO YO AUN CON MAS DE 7 AÑOS DE ABSTINENCIA AUN DE VEZ EN CUANDO ME ACUERDO DEL JUEGO PERO SE VAN PASANDO SOLO DE PENSAR EN LO QUE SE CONSIGUE SIN JUGAR Y LA TRANQUILIDAD QUE HOY TENGO EN MI VIDA,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,
35,71494,Cuanto daría por poder jugar a la ruleta y no ir por meses y divertirme otro dia sin pensar en ganar o perder pero si eso pasa entonces no soy ludópata y tenlo por seguro no estaría en este foro escribiendo si juego ahora mañana volveré y pasado y pasado y sacare dinero de donde no hay para seguir jugando a costa de mi salud de mi felicidad y mi vida te deseo lo mejor como dices el tiempo dira si ...,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
36,194118,Pensando en el juego recuerdo,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
37,390215,que diferencia hay entre un jugador activo en el que solo piensa en jugar en como saciar sus ganas de jugar independientemente si de gana o no todo el día pensando en el juego buscando un momento para ir a jugar mis últimos días de juego los recuerdos como algo triste en mi vida no en si gané o perdí dinero perdí mis valores como persona eso lo recuerdo perfectamente veo como mi vida empieza a tom...,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
38,486985,Prisca1 todo el juego que sea apostar con dinero es estar JUGANDO CON FUEGO que alfinal uno se suele quemar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
39,61901,Con esto no quiero decir ya puedo jugar No no puedo jugar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
40,17485,No pensaba levantar la autoexclusion pensaba copiarle la idea de quitarla para inmediatamente volverla a pedir,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
41,457933,Os toca esperar santa paciencia esperar y esperar esperar para desesperar o esperar para encontraros un dia con una persona de noble corazon una persona sensible e insegura que amparandose en el juego a encontrado la fortaleza de tomar una decision el jugar porque en el juego nos sentimos grandes nos sentimos importantes sentimos que en cualquier momento vamos a ser el que lleva el control y esos ...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
42,104013,Aunque no lo creas lo mejor que te ha pasado es que hayas perdido tanto dinero en poco tiempo porque eso golpea y te hace salir del ensueño de que eres un triunfador y que siempre ganarás dinero jugando es comprensible que te sientas deprimido por la pérdida pero lo mejor que harás es usar esta mala experiencia para tomar la decisión de dejar el juego a otros nos ha tomado mucho más tiempo con el ...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
43,352721,QUIERO QUE SEPÁIS QUE QUIÉN DABA ESOS PORTAZOS NO ERA YO QUE QUIÉN ENGAÑABA Y MENTÍA NO ERA YO QUE QUIÉN SUSPENDÍA NO ERA YO QUE QUIÉN LEVANTABA LA VOZ QUE QUIÉN SE ESCONDÍA SE AISLABA DE VOSOTROS HUÍA DE CASA LLEGABA TARDE OS QUITABA DINERO DE VUESTROS MONEDEROS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
44,364113,Alonso dice Conseguir dinero para jugar y jugar para obtener dinero es decir nuestro primer pensamiento es a ver si jugando ese dinero consigo dinero A primer supuesto Si consigo ganar algo jugaré nuevamente intentando conseguir más dinero no es que juegue para conseguir mas dinero para así poder jugar mas es que quiero ganar dinero y con el dinero quiero ganar más,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
45,41039,Sigo pensando en el juego pensando en apostar sobretodo cuando tengo malos dias,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
46,480725,Hay preocupación por el juego pasa mucho tiempo pensando en el juego como experiencias pasadas o formas de conseguir más dinero con que jugar,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,
47,64854,Pues bienvenido desde ya te digo que si no dejas que otro maneje tu dinero no dejarás de jugar y pasaras meses bien y meses mal pero nunca dejaras de jugar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
48,246486,He intentado mancomunar las libretas pero no hay manera lo unico que tengo es sus libretas y tarjetas ahora se ha quedado en paro y esta pendiente de cobrar mañna el ultimo mes y el finiquito y se lo van a pagar en mano y como hoy hemos vuelto a discutir tengo miedo de que se gaste el dinero ya que ahora yo tb estoy en paro y me debe bastante dinero y estoy demasiado agobiada con todo,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
49,332255,simplemente no pensamos o mejor dicho el juego no nos deja pensar todos pensamos en dejarlo definitivamente pero lleva su tiempo al igual pensamos que lo tenemos controlado y que algun dia cambiara la cosa pero seguimos igual todos aqui tenemos el mismo problema dile a tu marido que se junte a nosotros que nos escriba que nos cuenta cosas dile que piense en ayudarse pero no tires la toalla que seg...,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
50,380641,Si el juego en vez de ser acto lúdico social pasa a dominar a la persona apoderándose de su mente siempre pensando en el juego o sea la obsesión de seguir jugando y a su vez aparece la compulsión o sea no deja de jugar hasta agotar la última moneda entonces el juego se convierte en una adicción de la cual sólo puede salir si él lo desea,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
51,253029,Después de 20 días sin jugar la verdad que me siento mejor más persona y además aunque parezca mentira menos uraño antes para jugar no sacaba el dinero para pagar el primero nunca ahora debe ser porque no se me va entre los dedos o mejor dicho rendijas de las tragaperras que siempre estoy con predisposición a pagar si es menester,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
52,367845,por un enfado,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
53,101610,Una persona no adicta al juego si un día decide ir a jugar lo hace de diferente manera a nosotros casi nunca va sola suele ir en compañía de algunos amigos para pasar un rato y divertirse se fija un límite de dinero y tiempo a emplear y de antemano ya lo da por perdido aunque tenga ilusión en poder ganar algo,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
54,416370,puedo dejarlo puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar puedo y quiero dejar de jugar puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar me veo sin jugar y me siento orgulloso de mi miismo puedo dejar de jugar puedo dejar de jugar puedo dejar de jugar y estare m...,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
55,155636,habla con el por experiencia propia te dire que somos manipuladores chatajistas yo me enojaba si no me daban dinero para seguir jugando me daban depresiones y los dejaba de hablar no vayas a caer en el juego lo primero es lo primero y el debe de aceptar que tiene una enfermedad y se llama ludopatia y cuando estamos en el juego no nos importa llevarnos entre las patas al que se deje no lo vas a ayu...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
56,447733,pasa demasiado tiempo pensando en el juego,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
57,30838,Describes a menudo con prolijidad tus experiencias pasadas de como jugabas y cómo hiciste para dejar de jugar nos cuentas cómo jugaste durante casi toda tu vida y el juego te hacía hacer y pensar en cosas que no entendías por desconocimiento de la adicción hace ya varios años que sabes lo que sucedió y con tu método conseguiste dejar de jugar pero no has logrado dejar de pensar en el juego un solo...,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,
58,61815,Pensar en juego no es pensar en jugar asi que no quiero dar a entender cosas que yo no digo Pero claro que piensas en el juego aunque te preocupen quienes leen quienes tienen dudas miedos etc Y una cosa Quien eres tú para cuestionar metodos diferentes que dicen que el juego les ha derrotado porque lo ha hecho además su funcionalidad,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
59,365692,Cuando ya no tenia dinero para jugar a la tragaperras me seguia jugando el puesto de trabajo la relacion de trabajo la pareja y demas relaciones personales por jugar con el movil e incluso por hacer sudokus buscaba de cualquier modo eludir el mundo real y en caso de no tener dinero mi mundo de fantasia se encontraba en el menu de juegos del movil o en un libro de pasatiempos crucigramas sudokus da...,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
60,471421,Más importante aún piense en las cosas que a usted le gustaba hacer antes de que el juego se convirtiera en parte de su vida,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
61,186494,Tu no quieres parar de jugar tu solo deseas que pase el tiempo y duela menos y vuelvas a tener dinero disponible para jugar y por ahora solo quieres desahogarte,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
